IDENTIFICACAO_CONTRATO;TITULO_PROJETO;CHAMADA_PUBLICA;ANO_CHAMADA_PUBLICA;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_DISTRIBUIDORA_PROGRAMADORA;RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA;DT_PUBLICACAO_CONTRATO_DOU;VL_CONTRATO_DOU;DT_PRIMEIRO_DESEMBOLSO;VL_TOTAL_LIBERADO
PR-03.462;FIM DE SEMANA NO PARAÍSO SELVAGEM;ARRANJOS REGIONAIS;2015;08.016.733/0001-26;ORQUESTRA CINEMA ESTÚDIOS LTDA;08.016.733/0001-26;ORQUESTRA CINEMA ESTÚDIOS LTDA;21.805.885/0001-76;INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME;18/03/2020; 983665,08;11/05/2020; 983665,08
PR-03.398;FORMAÇÃO DE ROTEIRISTAS PARA CINEMA E TV;SAV/MINC 13;2018;23.398.455/0001-02;ROTEIRARIA CONTEUDOS LTDA - ME;23.398.455/0001-02;ROTEIRARIA CONTEUDOS LTDA - ME;;;18/03/2020; 600000,00;;
PR-03.477;KAWAIWETÉ INVADIDOS;SAV/MINC 04;2018;13.662.891/0001-93;PARALELEPÍPEDO PRODUÇÕES LTDA;13.662.891/0001-93;PARALELEPÍPEDO PRODUÇÕES LTDA;13.662.891/0001-93;PARALELEPÍPEDO PRODUÇÕES LTDA;18/03/2020; 498800,00;27/03/2020; 498800,00
PR-03.460;MALU E A MÁQUINA;SAV/MINC 02;2018;17.724.039/0001-54;L R M PRODUÇÕES ARTÍSTICAS E DE EVENTOS LTDA;17.724.039/0001-54;L R M PRODUÇÕES ARTÍSTICAS E DE EVENTOS LTDA;;;18/03/2020; 99999,89;27/03/2020; 99999,89
PR-03.470;NÃO SÃO HORAS;SAV/MINC 03;2018;17.698.485/0001-31;A J MENDES DOS SANTOS - ME;17.698.485/0001-31;A J MENDES DOS SANTOS - ME;17.698.485/0001-31;A J MENDES DOS SANTOS - ME;18/03/2020; 600000,00;27/03/2020; 600000,00
PR-03.466;OS SAPOS;PRODAV 07/SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;2017/2018;11.422.855/0001-27;GAMAROSA FILMES LTDA.;11.422.855/0001-27;GAMAROSA FILMES LTDA.;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;18/03/2020; 500000,00;03/04/2020; 500000,00
PR-03.501;A CIDADE DE ALICE;SAV/MINC 09;2018;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;;;25/03/2020; 200000,00;09/04/2020; 200000,00
PR-03.500;AIC ON-LINE - FORMAÇÃO AUDIOVISUAL PARA TODO O BRASIL;SAV/MINC 13;2018;06.100.509/0001-92;ACADEMIA INTERNACIONAL DE CINEMA E PRODUÇÕES BR LTDA-ME;06.100.509/0001-92;ACADEMIA INTERNACIONAL DE CINEMA E PRODUÇÕES BR LTDA-ME;;;25/03/2020; 500000,00;11/05/2020; 500000,00
PR-03.504;CASA NO CAMPO;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;10.468.552/0001-82;TOKYO FILMES LTDA;10.468.552/0001-82;TOKYO FILMES LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;25/03/2020; 1500000,00;27/03/2020; 1500000,00
PR-03.503;CASARÃO;ARRANJOS REGIONAIS;2017;12.772.107/0001-37;NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;12.772.107/0001-37;NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;25/03/2020; 940000,00;03/04/2020; 940000,00
PR-03.502;DARA E O HOTEL MÁGICO;SAV/MINC 09;2018;18.088.212/0001-38;H. S. LIMA PRODUÇÕES AUDIOVISUAIS - ME;18.088.212/0001-38;H. S. LIMA PRODUÇÕES AUDIOVISUAIS - ME;;;25/03/2020; 200000,00;27/03/2020; 200000,00
PR-03.479;DENTRO DA CAIXINHA;SAV/MINC 03;2018;08.233.638/0001-84;POSTURA DIGITAL FILMES EIRELI;08.233.638/0001-84;POSTURA DIGITAL FILMES EIRELI;23.391.665/0001-79;CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA;25/03/2020; 600000,00;27/03/2020; 600000,00
PR-03.492;É SELVA!;SAV/MINC 09;2018;14.334.992/0001-06;APOCALIPSO PRODUÇÕES LTDA ME;14.334.992/0001-06;APOCALIPSO PRODUÇÕES LTDA ME;;;25/03/2020; 200000,00;13/04/2020; 200000,00
PR-03.506;GUERRAS CELULARES;SAV/MINC 06;2018;26.767.559/0001-35;ALIEN PHALANX DESENVOLVIMENTO LTDA;26.767.559/0001-35;ALIEN PHALANX DESENVOLVIMENTO LTDA;;;25/03/2020; 249588,62;27/03/2020; 249588,62
PR-03.476;KUNHÃ KARAI - NARRATIVAS DA TERRA;SAV/MINC 04;2018;07.822.394/0001-02;LINHA DE PRODUÇÃO CINEMA E TELEVISÃO LTDA;07.822.394/0001-02;LINHA DE PRODUÇÃO CINEMA E TELEVISÃO LTDA;04.980.287/0001-14;PANDA FILMES LTDA;25/03/2020; 500000,00;13/04/2020; 500000,00
PR-03.511;ONDE SE ESCONDE NO MUNDO DO CONDE;SAV/MINC 03;2018;12.906.549/0001-29;BALAIO PRODUÇÕES CULTURAIS E CINEMATOGRÁFICAS LTDA - ME;12.906.549/0001-29;BALAIO PRODUÇÕES CULTURAIS E CINEMATOGRÁFICAS LTDA - ME;12.906.549/0001-29;BALAIO PRODUÇÕES CULTURAIS E CINEMATOGRÁFICAS LTDA - ME;25/03/2020; 1000000,00;27/03/2020; 1000000,00
PR-03.480;RAIZ AFRO MÃE, O AFOXÉ DE MESTRE MOA;SAV/MINC 04;2018;09.491.939/0001-70;KANA FILMES E PRODUÇÕES LTDA.;09.491.939/0001-70;KANA FILMES E PRODUÇÕES LTDA.;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;25/03/2020; 500000,00;27/03/2020; 500000,00
PR-03.469;BRASILEIRINHO;SAV/MINC 03;2018;12.295.196/0001-78;DANNEMANN PRODUÇÕES LTDA ME;12.295.196/0001-78;DANNEMANN PRODUÇÕES LTDA ME;12.295.196/0001-78;DANNEMANN PRODUÇÕES LTDA ME;01/04/2020; 584752,60;13/04/2020; 584752,60
PR-03.507;CLEAN CASTLE;SAV/MINC 06;2018;11.761.472/0001-83;IDEIA A VISTA PRODUÇOES LTDA;11.761.472/0001-83;IDEIA A VISTA PRODUÇOES LTDA;;;01/04/2020; 250000,00;04/05/2020; 250000,00
PR-03.508;EAT, DINO, EAT!;SAV/MINC 06;2018;26.761.341/0001-73;DOUBLE DASH SOLUCOES EM JOGOS ELETRONICOS LTDA ­- ME;26.761.341/0001-73;DOUBLE DASH SOLUCOES EM JOGOS ELETRONICOS LTDA ­- ME;;;01/04/2020; 250000,00;01/06/2020; 250000,00
PR-03.516;JONAS 80;SAV/MINC 09;2018;24.307.966/0001-34;LISANDRO LUIS LOPES DOS SANTOS - ME;24.307.966/0001-34;LISANDRO LUIS LOPES DOS SANTOS - ME;;;01/04/2020; 200000,00;03/04/2020; 200000,00
PR-03.487;NÚCLEO CRIATIVO PARANOID;PRODAV 03;2017;11.140.814/0001-48;PARANOID FILMES LTDA;11.140.814/0001-48;PARANOID FILMES LTDA;;;01/04/2020; 998000,00;13/04/2020; 998000,00
PR-03.496;SUPER-LINAS;SAV/MINC 09;2018;14.267.175/0001-74;CAPELINI FILMES SOCIEDADE SIMPLES LTDA.;14.267.175/0001-74;CAPELINI FILMES SOCIEDADE SIMPLES LTDA.;;;01/04/2020; 200000,00;21/05/2020; 200000,00
PR-03.524;2 X 1;SAV/MINC 09;2018;07.490.019/0001-02;GIRAFA FILMES LTDA;07.490.019/0001-02;GIRAFA FILMES LTDA;;;08/04/2020; 200000,00;04/05/2020; 200000,00
PR-03.491;A GUARDIÃ - A SÉRIE;SAV/MINC 09;2018;23.075.676/0001-40;SETE CONTEÚDO LTDA. - ME;23.075.676/0001-40;SETE CONTEÚDO LTDA. - ME;;;08/04/2020; 200000,00;04/05/2020; 200000,00
PR-03.493;BUCALA: A PEQUENA PRINCESA DO QUILOMBO DO CABULA;SAV/MINC 09;2018;10.957.732/0001-28;IT FILMES, COMUNICAÇÃO E ENTRETENIMENTO LTDA;10.957.732/0001-28;IT FILMES, COMUNICAÇÃO E ENTRETENIMENTO LTDA;;;08/04/2020; 200000,00;04/05/2020; 200000,00
PR-03.509;OPUS CASTLE - SERIES VR;SAV/MINC 06;2018;26.370.546/0001-28;MESSIER GAMES & ANIMATIONS LTDA;26.370.546/0001-28;MESSIER GAMES & ANIMATIONS LTDA;;;08/04/2020; 250000,00;06/05/2020; 250000,00
PR-03.517;QUAL É BROTO?;SAV/MINC 09;2018;11.717.663/0001-48;SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.;11.717.663/0001-48;SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.;;;08/04/2020; 200000,00;04/05/2020; 200000,00
PR-03.519;WIZAVIOR;SAV/MINC 06;2018;11.717.663/0001-48;SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.;11.717.663/0001-48;SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.;;;08/04/2020; 249920,00;04/05/2020; 249920,00
PR-03.482;À SOMBRA DO SOL;SAV/MINC 04;2018;17.992.676/0001-01;HUGO HADDAD ME;17.992.676/0001-01;HUGO HADDAD ME;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;15/04/2020; 499885,00;04/05/2020; 499885,00
PR-03.495;APOCALIPSE VACILANTE;SAV/MINC 09;2018;09.012.841/0001-93;BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA;09.012.841/0001-93;BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA;;;15/04/2020; 200000,00;15/07/2020; 200000,00
PR-03.499;FREI DAMIÃO - O SANTO DO NORDESTE;COMERCIALIZAÇÃO EM CINEMA;2018;03.767.725/0001-06;FABRICA ESTUDIOS LTDA;03.767.725/0001-06;FABRICA ESTUDIOS LTDA;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;15/04/2020; 100000,00;29/05/2020; 100000,00
PR-03.523;MEU AMIGO CHINÊS;SAV/MINC 09;2018;26.791.206/0001-70;METADE FILMES LTDA ME;26.791.206/0001-70;METADE FILMES LTDA ME;;;15/04/2020; 200000,00;04/05/2020; 200000,00
PR-03.468;O ÚLTIMO JOGO;COMERCIALIZAÇÃO EM CINEMA;2018;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;15/04/2020; 100000,00;04/05/2020; 100000,00
PR-03.490;PIPA E O CARACOL;SAV/MINC 09;2018;05.420.800/0001-85;MARIONETA FILMES LTDA ME;05.420.800/0001-85;MARIONETA FILMES LTDA ME;;;15/04/2020; 200000,00;29/07/2020; 200000,00
PR-03.498;TURMA DA ALA 23;SAV/MINC 09;2018;06.236.625/0001-33;KINOPUS AUDIOVISUAL LTDA - ME;06.236.625/0001-33;KINOPUS AUDIOVISUAL LTDA - ME;;;15/04/2020; 200000,00;29/05/2020; 200000,00
PR-03.505;MYTHS OF TERNIA;SAV/MINC 06;2018;26.821.865/0001-02;GK CRIATIVIDADE PROGRAMAS DE COMPUTADOR LTDA;26.821.865/0001-02;GK CRIATIVIDADE PROGRAMAS DE COMPUTADOR LTDA;;;22/04/2020; 249980,00;29/05/2020; 249980,00
PR-03.510;NEKO NEKO RAMPAGE;SAV/MINC 06;2018;07.105.527/0001-20;BITCAKE STUDIO DESENVOLVIMENTO DE SOFTWARE LTDA ME;07.105.527/0001-20;BITCAKE STUDIO DESENVOLVIMENTO DE SOFTWARE LTDA ME;;;22/04/2020; 250000,00;14/10/2020; 250000,00
PR-03.512;O JARDIM DE MARIA;SAV/MINC 04;2018;11.501.891/0001-86;ANDARA FILMES LTDA-ME;11.501.891/0001-86;ANDARA FILMES LTDA-ME;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;22/04/2020; 499800,00;05/06/2020; 499800,00
PR-03.526;O SOL DAS MARIPOSAS;ARRANJOS REGIONAIS;2016;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;;;22/04/2020; 364477,22;11/05/2020; 364477,22
PR-03.522;REVOADA;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;10.681.698/0001-01;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;22/04/2020; 1000000,00;11/05/2020; 1000000,00
PR-03.514;VERA CRUZ: DEFIANCE;SAV/MINC 06;2018;19.255.148/0001-03;PUGA STUDIOS LTDA - ME;19.255.148/0001-03;PUGA STUDIOS LTDA - ME;;;22/04/2020; 249931,00;11/05/2020; 249931,00
PR-03.489;A LENDA DE ORIKI;SAV/MINC 09;2018;11.862.908/0001-20;VERTE FILMES LTDA ME;11.862.908/0001-20;VERTE FILMES LTDA ME;;;29/04/2020; 200000,00;19/05/2020; 200000,00
PR-03.520;AQUI TAMBÉM É MEU LUGAR;SAV/MINC 05;2018;12.345.593/0001-07;CARANGUEJEIRA COMUNICACAO E PRODUCAO AUDIOVISUAL LTDA ME.;12.345.593/0001-07;CARANGUEJEIRA COMUNICACAO E PRODUCAO AUDIOVISUAL LTDA ME.;34.366.831/0001-01;VPC CINEMA VIDEO PRODUÇÕES ARTÍSTICAS E DISTRIBUIDORA DE FILMES LTDA;29/04/2020; 500000,00;19/05/2020; 500000,00
PR-03.494;GAROTA DA MOTO ;SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;2018;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;06/05/2020; 98717,86;15/07/2020; 98717,86
PR-03.518;AS AVENTURAS DE BELLA PELO MUNDO;SAV/MINC 06;2018;20.282.507/0001-92;MEDIALAB CRIACAO, PRODUCOES CINEMATOGRAFICAS E SOFTWARE LTDA - ME;20.282.507/0001-92;MEDIALAB CRIACAO, PRODUCOES CINEMATOGRAFICAS E SOFTWARE LTDA - ME;;;13/05/2020; 249999,99;15/07/2020; 249999,99
PR-03.531;DAVISSAURO;SAV/MINC 03;2018;24.020.677/0001-50;CABRADABRA PRODUÇÃO DE FILMES LTDA;24.020.677/0001-50;CABRADABRA PRODUÇÃO DE FILMES LTDA;24.020.677/0001-50;CABRADABRA PRODUÇÃO DE FILMES LTDA;13/05/2020; 600000,00;24/06/2020; 600000,00
PR-03.528;É TUDO PARENTE;SAV/MINC 04;2018;10.585.204/0001-95;FABULOSA PRODUCOES LTDA - ME;10.585.204/0001-95;FABULOSA PRODUCOES LTDA - ME;32.285.130/0001-04;CASA NA ARVORE PRODUCAO CINEMATOGRAFICA EIRELI;13/05/2020; 499860,00;22/06/2020; 499860,00
PR-03.488;UMA VEZ ERA;SAV/MINC 09;2018;13.254.763/0001-00;OSSO PRODUÇÕES LTDA.;13.254.763/0001-00;OSSO PRODUÇÕES LTDA.;;;13/05/2020; 200000,00;29/06/2020; 200000,00
PR-03.481;GENTE-ESTRELA;SAV/MINC 04;2018;27.793.941/0001-86;FLAVIA L. B. ABTIBOL CRIACOES - ME;27.793.941/0001-86;FLAVIA L. B. ABTIBOL CRIACOES - ME;12.126.484/0001-07;BOULEVARD FILMES LTDA;27/05/2020; 499400,00;17/06/2020; 499400,00
PR-03.527;SALOMÉ;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;22.543.352/0001-26;PONTE PRODUTORAS ASSOCIADAS LTDA;22.543.352/0001-26;PONTE PRODUTORAS ASSOCIADAS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;27/05/2020; 1000000,00;12/06/2020; 1000000,00
PR-03.534;A PRINCESA E A COSTUREIRA;SAV/MINC 09;2018;14.157.452/0001-96;MARIA JOAO FILMES ­ EIRELI ­ ME;14.157.452/0001-96;MARIA JOAO FILMES ­ EIRELI ­ ME;;;03/06/2020; 200000,00;22/06/2020; 200000,00
PR-03.544;BORIS E RUFUS - TEMPORADA 03;ARRANJOS REGIONAIS;2017;03.274.384/0001-29;BELLI STUDIO DESIGN LTDA.;03.274.384/0001-29;BELLI STUDIO DESIGN LTDA.;;;10/06/2020; 950000,00;17/06/2020; 950000,00
PR-03.529;ESTOU ME GUARDANDO PRA QUANDO O CARNAVAL CHEGAR;COMERCIALIZAÇÃO EM CINEMA;2018;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;17/06/2020; 100000,00;24/07/2020; 100000,00
PR-03.538;O TRAIDOR;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;10.681.698/0001-01;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;17/06/2020; 1567500,00;24/06/2020; 1567500,00
PR-03.539;O TRAIDOR;PRODAV 06;2016;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;17/06/2020; 500000,00;24/06/2020; 500000,00
PR-03.540;O TRAIDOR;PRODAV 06;2017;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;17/06/2020; 867500,00;24/06/2020; 867500,00
PR-03.535;JUNINAS;PRODAV 01;2013;22.427.423/0001-25;MILLS ESTUDIOS CINEMATOGRÁFICOS E SERVIÇOS AUDIOVISUAIS, COMUNICAÇÃO E PUBLICIDADE LTDA;22.427.423/0001-25;MILLS ESTUDIOS CINEMATOGRÁFICOS E SERVIÇOS AUDIOVISUAIS, COMUNICAÇÃO E PUBLICIDADE LTDA;;;24/06/2020; 1547750,33;09/11/2020; 1547750,33
PR-03.525;NIHONJIN;SAV/MINC 01;2018;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;60.523.941/0001-31;K&C - PROGRAMAÇÃO VISUAL S/S LTDA. - ME;24/06/2020; 3500000,00;17/08/2020; 3500000,00
PR-03.545;O MINI MUNDO DE CLARICE;SAV/MINC 09;2018;23.856.558/0001-79;CAOLHA FILMES EIRELI - ME;23.856.558/0001-79;CAOLHA FILMES EIRELI - ME;;;24/06/2020; 200000,00;29/06/2020; 200000,00
PR-03.546;ABOLIÇÃO;PRODECINE 04;2013;08.427.088/0001-34;DE FELIPPES FILMES E PRODUÇÕES LTDA;08.427.088/0001-34;DE FELIPPES FILMES E PRODUÇÕES LTDA;15.390.196/0001-45;PIPOCA PRODUÇÕES E DISTRIBUIÇÃO ARTÍSTICAS LTDA ME;02/07/2020; 270000,00;14/07/2020; 270000,00
PR-03.515;JEITOS DE MUDAR O MUNDO;SAV/MINC 09;2018;55.084.750/0001-80;GAYA PRODUCOES CINEMATOGRAFICAS LTDA - ME;55.084.750/0001-80;GAYA PRODUCOES CINEMATOGRAFICAS LTDA - ME;;;02/07/2020; 200000,00;29/07/2020; 200000,00
PR-03.513;NO VERÃO QUE EU VOEI;SAV/MINC 09;2018;61.372.843/0001-03;VIDEOGRAPHICA SERVIÇOS E PARTICIPAÇÕES LTDA;61.372.843/0001-03;VIDEOGRAPHICA SERVIÇOS E PARTICIPAÇÕES LTDA;;;02/07/2020; 200000,00;16/07/2020; 200000,00
PR-03.551;FAUSTO FAWCETT NA CABEÇA;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;03.360.320/0001-40;TV ZERO CINEMA LTDA;03.360.320/0001-40;TV ZERO CINEMA LTDA;05.249.852/0001-30;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;08/07/2020; 975398,47;15/07/2020; 975398,47
PR-03.550;FORAM OS SUSSURROS QUE ME MATARAM;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO;2018;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;28.083.221/0001-90;OLHAR DE CINEMA DISTRIBUIDORA DE FILMES LTDA - ME;08/07/2020; 238531,78;15/07/2020; 238531,78
PR-03.549;ÁGUAS SELVAGENS;COMERCIALIZAÇÃO EM CINEMA;2018;80.816.838/0001-97;LAZ AUDIOVISUAL LTDA.;80.816.838/0001-97;LAZ AUDIOVISUAL LTDA.;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;15/07/2020; 200000,00;17/08/2020; 200000,00
PR-03.548;ESTADOS DA ARTE - 2º TEMPORADA - NORTE E NORDESTE;PRODAV 02 - PROJETO DERIVADO;2016;25.094.170/0001-03;CABORÉ PRODUTORES ASSOCIADOS LTDA - ME;25.094.170/0001-03;CABORÉ PRODUTORES ASSOCIADOS LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;15/07/2020; 800000,00;29/07/2020; 800000,00
PR-03.542;LOS TERRITORIOS;COMERCIALIZAÇÃO EM CINEMA;2018;13.193.095/0001-59;PUNTA COLORADA PRODUÇÕES AUDIOVISUAIS LTDA - ME;13.193.095/0001-59;PUNTA COLORADA PRODUÇÕES AUDIOVISUAIS LTDA - ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;15/07/2020; 120000,00;24/07/2020; 120000,00
PR-03.536;LULINA E A LUA;SAV/MINC 09;2018;12.975.490/0001-20;ESTUDIO TEREMIM FILMES E SERVIÇOS LTDA;12.975.490/0001-20;ESTUDIO TEREMIM FILMES E SERVIÇOS LTDA;;;15/07/2020; 200000,00;03/08/2020; 200000,00
PR-03.537;LINA E CAJU;SAV/MINC 09;2018;06.349.448/0001-00;MT TUSCHE PRODUÇÕES E EVENTOS LTDA - ME;06.349.448/0001-00;MT TUSCHE PRODUÇÕES E EVENTOS LTDA - ME;;;22/07/2020; 200000,00;19/08/2020; 200000,00
PR-03.533;OS PARÇAS II;SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;2018;18.082.113/0001-49;FORMATA PRODUCOES E CONTEUDO LTDA.;18.082.113/0001-49;FORMATA PRODUCOES E CONTEUDO LTDA.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;22/07/2020; 1294992,56;17/08/2020; 1294992,56
PR-03.541;RURALIDADES BAHIA;PRODAV 02 - PROJETO DERIVADO;2016;25.278.158/0001-59;BAHIA VISUAL PRODUÇÕES E SERVIÇOS LTDA - EPP;25.278.158/0001-59;BAHIA VISUAL PRODUÇÕES E SERVIÇOS LTDA - EPP;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;30/07/2020; 390000,00;17/08/2020; 390000,00
PR-03.547;DESTRAÇO E BENDIÇÃO;ARRANJOS REGIONAIS;2016;10.233.319/0001-10;ZUMBAYLLU MESMO ASSIM A GENTE FAZ PRODUÇÕES CINEMATOGRÁFICAS LTDA;10.233.319/0001-10;ZUMBAYLLU MESMO ASSIM A GENTE FAZ PRODUÇÕES CINEMATOGRÁFICAS LTDA;21.805.885/0001-76;INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME;05/08/2020; 158463,95;17/08/2020; 158463,95
PR-03.553;MALÊS;PRODAV 06;2017;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;08.346.733/0001-94;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;05/08/2020; 162800,65;17/08/2020; 162800,65
PR-03.543;CINÉTICAS;ARRANJOS REGIONAIS;2016;11.680.681/0001-00;AMARALINA PRODUCOES LTDA;11.680.681/0001-00;AMARALINA PRODUCOES LTDA;;;12/08/2020; 484879,19;11/09/2020; 484879,19
PR-03.554;CARTÓRIO DAS ALMAS;ARRANJOS REGIONAIS;2016;14.676.949/0001-10;LUMIÔ FILMES LTDA - ME;14.676.949/0001-10;LUMIÔ FILMES LTDA - ME;13.631.016/0001-44;MACHADO FILMES E PRODUÇÕES LTDA;19/08/2020; 846142,41;28/08/2020; 846142,41
PR-03.530;DJON ÁFRICA;COMERCIALIZAÇÃO EM CINEMA;2018;12.658.679/0001-90;DESVIA PRODUÇÕES ARTISTICAS E AUDIOVISUAIS LTDA;12.658.679/0001-90;DESVIA PRODUÇÕES ARTISTICAS E AUDIOVISUAIS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;19/08/2020; 100000,00;21/08/2020; 100000,00
PR-03.561;KAKAWA;SAV/MINC 04;2018;25.302.358/0001-08;PRODUTORA PORTATIL LTDA. - ME;25.302.358/0001-08;PRODUTORA PORTATIL LTDA. - ME;13.950.406/0001-87;LARANJEIRAS FILMES PRODUÇÕES LTDA;10/09/2020; 421179,00;11/09/2020; 421179,00
PR-03.557;DIVAS DO BRASIL;PRODAV 02 - PROJETO DERIVADO;2016;07.660.253/0001-30;EF PRODUCOES ARTISTICAS EIRELI;07.660.253/0001-30;EF PRODUCOES ARTISTICAS EIRELI;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;11/09/2020; 597877,32;24/09/2020; 597877,32
PR-03.562;A COZINHA MÁGICA;PRODAV - TVS PÚBLICAS;2018;23.856.558/0001-79;CAOLHA FILMES EIRELI - ME;23.856.558/0001-79;CAOLHA FILMES EIRELI - ME;;;16/09/2020; 1200000,00;14/10/2020; 1200000,00
PR-03.560;ENSAIO SOBRE ESTAR ALI;ARRANJOS REGIONAIS;2016;08.254.467/0001-70;MARREVOLTO PRODUCOES LTDA - ME;08.254.467/0001-70;MARREVOLTO PRODUCOES LTDA - ME;15.144.532/0001-70;EMBAUBA FILMES LTDA;16/09/2020; 1250000,00;22/09/2020; 1250000,00
PR-03.552;EDIFICANTE;PRODECINE 05;2016;12.091.067/0001-68;TRINCHEIRA FILMES LTDA;12.091.067/0001-68;TRINCHEIRA FILMES LTDA;05.249.852/0001-30;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;23/09/2020; 2168971,55;13/11/2020; 2168971,55
PR-03.558;GODLESS;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;72.672.017/0001-04;CANNES PRODUÇÕES S/A;23/09/2020; 750000,00;02/10/2020; 750000,00
