IDENTIFICACAO_CONTRATO;TITULO_PROJETO;CHAMADA_PUBLICA;ANO_CHAMADA_PUBLICA;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_DISTRIBUIDORA_PROGRAMADORA;RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA;DT_PUBLICACAO_CONTRATO_DOU;VL_CONTRATO_DOU;DT_PRIMEIRO_DESEMBOLSO;VL_TOTAL_LIBERADO
PR-02.164;TROMBA TREM - O FILME;PRODECINE 04;2013;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;06/06/2018; 1534455,52;11/06/2018; 1534455,52
PR-02.146;XINGU, CARIRI, CARUARU, CARIOCA;PRODAV 02 - PROJETO DERIVADO;2016;31.390.347/0001-11;ALO VIDEO LTDA - ME;31.390.347/0001-11;ALO VIDEO LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;06/06/2018; 300000,00;18/06/2018; 300000,00
PR-02.175;YONLU;PRODECINE 03;2016;11.907.529/0001-00;CONTAINER FILMES LTDA;11.907.529/0001-00;CONTAINER FILMES LTDA;18.384.267/0001-95;DANIELA GOUVEIA MENEGOTTO - ME;06/06/2018; 200000,00;11/06/2018; 200000,00
PR-02.152;A ARTE DA GUERRA;PRODAV 05;2016;08.752.098/0001-45;SERTÃO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;08.752.098/0001-45;SERTÃO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;;;13/06/2018; 150000,00;21/06/2018; 150000,00
PR-02.117;A DESTRUIÇÃO DE BERNARDET;PRODECINE 03;2016;67.619.171/0001-74;PALEOTEVE PRODUCAO CULTURAL EIRELI ­ EPP;67.619.171/0001-74;PALEOTEVE PRODUCAO CULTURAL EIRELI ­ EPP;67.619.171/0001-74;PALEOTEVE PRODUCAO CULTURAL EIRELI ­ EPP;13/06/2018; 100000,00;21/06/2018; 100000,00
PR-02.167;A LUTA DO SÉCULO;PRODECINE 03;2016;04.728.553/0001-16;MUIRAQUITA FILMES E PRODUCOES ARTISTICAS EIRELI ­ ME;04.728.553/0001-16;MUIRAQUITA FILMES E PRODUCOES ARTISTICAS EIRELI ­ ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;13/06/2018; 197267,12;21/06/2018; 197267,12
PR-02.147;A OUTRA PELE;PRODECINE 06;2015;01.282.220/0001-18;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;01.282.220/0001-18;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;01.282.220/0001-18;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;13/06/2018; 250000,00;02/07/2018; 250000,00
PR-02.142;BENZINHO;PRODECINE 04;2013;15.318.729/0001-88;BALEIA FILMES LTDA ME;15.318.729/0001-88;BALEIA FILMES LTDA ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;13/06/2018; 379538,00;21/06/2018; 379538,00
PR-02.162;CANÇÃO AO LONGE;ARRANJOS REGIONAIS;2015;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;13/06/2018; 600000,00;21/06/2018; 600000,00
PR-02.160;ELIS & TOM - SÓ TINHA QUE SER COM VOCÊ;PRODAV 06;2016;06.015.397/0001-71;ARTERIA PRODUCOES ARTISTICAS EIRELI;06.015.397/0001-71;ARTERIA PRODUCOES ARTISTICAS EIRELI;;;13/06/2018; 1000000,00;21/06/2018; 1000000,00
PR-02.183;GUERREIROS DA FLORESTA ;PRODAV 02 - PROJETO DERIVADO;2016;15.479.865/0001-50;SANTA RITA FILMES EIRELI - ME;15.479.865/0001-50;SANTA RITA FILMES EIRELI - ME;29.527.413/0001-00;FUNDACAO ROBERTO MARINHO;13/06/2018; 1242747,00;18/06/2018; 1242747,00
PR-02.119;HISTÓRIAS QUE NOSSO CINEMA (NÃO) CONTAVA;PRODECINE 03;2016;21.054.627/0001-03;PESSOA PRODUÇÕES ARTÍSTICAS LTDA ME;21.054.627/0001-03;PESSOA PRODUÇÕES ARTÍSTICAS LTDA ME;12.126.484/0001-07;BOULEVARD FILMES LTDA;13/06/2018; 100000,00;21/06/2018; 100000,00
PR-02.138;ISTO É UM ASSALTO!;PRODAV 05;2016;06.236.625/0001-33;KINOPUS AUDIOVISUAL LTDA - ME;06.236.625/0001-33;KINOPUS AUDIOVISUAL LTDA - ME;;;13/06/2018; 100000,00;21/06/2018; 100000,00
PR-02.155;LOLA;PRODAV 05;2016;09.387.608/0001-95;PACO HUBERTS PRODUCOES EIRELI;09.387.608/0001-95;PACO HUBERTS PRODUCOES EIRELI;;;13/06/2018; 150000,00;21/06/2018; 150000,00
PR-02.114;MEU CAMINHO PELO MUNDO;PRODAV 01;2013;02.972.707/0001-95;ESPIRAL CRIACAO E PRODUCAO CULTURAL LTDA;02.972.707/0001-95;ESPIRAL CRIACAO E PRODUCAO CULTURAL LTDA;;;13/06/2018; 100000,00;21/06/2018; 100000,00
PR-02.141;MINHA IRMÃ CELLY CAMPELLO;PRODAV 06;2016;54.110.648/0001-40;LAPFILME PRODUÇÕES CINEMATOGRÁFICAS LTDA.;54.110.648/0001-40;LAPFILME PRODUÇÕES CINEMATOGRÁFICAS LTDA.;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;13/06/2018; 530000,00;21/06/2018; 530000,00
PR-02.176;MINHA IRMÃ CELLY CAMPELLO;ARRANJOS REGIONAIS;2015;54.110.648/0001-40;LAPFILME PRODUÇÕES CINEMATOGRÁFICAS LTDA.;54.110.648/0001-40;LAPFILME PRODUÇÕES CINEMATOGRÁFICAS LTDA.;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;13/06/2018; 286250,00;21/06/2018; 286250,00
PR-02.121;MOACIR III;PRODECINE 03;2016;06.096.915/0001-29;MIRAÇÃO FILMES LTDA;06.096.915/0001-29;MIRAÇÃO FILMES LTDA;06.096.915/0001-29;MIRAÇÃO FILMES LTDA;13/06/2018; 100000,00;18/06/2018; 100000,00
PR-02.150;O FUTURO DA ENERGIA;PRODAV 01;2013;08.346.159/0001-74;MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA;08.346.159/0001-74;MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA;;;13/06/2018; 1036000,00;21/06/2018; 1036000,00
PR-02.170;O HOMEM DOS SEUS SONHOS;PRODAV 05;2016;66.876.707/0001-74;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;66.876.707/0001-74;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;;;13/06/2018; 100000,00;21/06/2018; 100000,00
PR-02.178;QUANDO O BRASIL ERA MODERNO;PRODECINE 01;2016;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;13/06/2018; 1000000,00;16/07/2018; 1000000,00
PR-02.132;SEIS PROPOSTAS PARA UM MUNDO POSSÍVEL;PRODAV 01;2013;13.571.915/0001-07;DILÚVIO FILMES PRODUÇÕES ARTÍSTICAS LTDA. -ME;13.571.915/0001-07;DILÚVIO FILMES PRODUÇÕES ARTÍSTICAS LTDA. -ME;;;13/06/2018; 420000,00;28/06/2018; 420000,00
PR-02.179;SONHADORES ;ARRANJOS REGIONAIS;2015;13.393.029/0001-22;OBA CACAUE PRODUCOES EIRELI;13.393.029/0001-22;OBA CACAUE PRODUCOES EIRELI;;;13/06/2018; 499912,08;18/06/2018; 499912,08
PR-02.154;SYLVIE;PRODAV 05;2016;09.193.471/0001-38;CINEFILM PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;09.193.471/0001-38;CINEFILM PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;;;13/06/2018; 100000,00;21/06/2018; 100000,00
PR-02.177;TITO E O CÓDIGO ABERTO;PRODAV 05;2016;04.310.171/0001-78;BITS PRODUÇÕES LTDA;04.310.171/0001-78;BITS PRODUÇÕES LTDA;;;13/06/2018; 100000,00;18/06/2018; 100000,00
PR-02.134;TRAVESSIAS;PRODAV 02 - PROJETO DERIVADO;2016;13.622.499/0001-10;CINEMATOGRÁFICA PATA NEGRA LTDA;13.622.499/0001-10;CINEMATOGRÁFICA PATA NEGRA LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;13/06/2018; 581000,00;21/06/2018; 581000,00
PR-02.187;TREZE DE MAIO 242;PRODECINE 01;2016;17.545.702/0001-53;PROSPERIDADE COMUNICAÇÃO E FILMES LTDA;17.545.702/0001-53;PROSPERIDADE COMUNICAÇÃO E FILMES LTDA;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;13/06/2018; 2000000,00;18/06/2018; 2000000,00
PR-02.169;TROPICANA;PRODAV 05;2016;00.508.766/0001-81;SAMBAQUI CULTURAL CINE VÍDEO LTDA;00.508.766/0001-81;SAMBAQUI CULTURAL CINE VÍDEO LTDA;;;13/06/2018; 100000,00;21/06/2018; 100000,00
PR-02.188;TUIGA ;PRODAV 02 - PROJETO DERIVADO;2013;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;18.651.835/0001-77;ZOOMOO PROGRAMADORA SA.;13/06/2018; 1092000,00;21/06/2018; 1092000,00
PR-02.159;ÚLTIMA CIDADE;ARRANJOS REGIONAIS;2015;08.254.467/0001-70;MARREVOLTO PRODUCOES LTDA - ME;08.254.467/0001-70;MARREVOLTO PRODUCOES LTDA - ME;08.254.467/0001-70;MARREVOLTO PRODUCOES LTDA - ME;13/06/2018; 951439,00;21/06/2018; 951439,00
PR-02.124;UM GOSTO DE SOL - A MÚSICA DO CLUBE DA ESQUINA;PRODECINE 01;2016;18.023.882/0001-76;PALADINA PRODUCOES ARTISTICAS LTDA. - ME;18.023.882/0001-76;PALADINA PRODUCOES ARTISTICAS LTDA. - ME;15.372.472/0001-42;H2O DISTRIBUIDORA DE FILMES S/A;13/06/2018; 760000,00;28/06/2018; 760000,00
PR-02.173;A FÚRIA;PRODECINE 01;2016;09.261.668/0001-67;ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA;09.261.668/0001-67;ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;20/06/2018; 2000000,00;25/06/2018; 2000000,00
PR-02.145;BARRAGEM;PRODAV 06;2016;05.958.016/0001-25;IMAGEM-TEMPO PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;05.958.016/0001-25;IMAGEM-TEMPO PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;;;20/06/2018; 505795,54;28/06/2018; 505795,54
PR-02.197;DEPOIS QUE VOCÊ FOI;PRODAV 06;2015;10.479.453/0001-04;TRAILER FILMES PRODUÇÃO CINEMATOGRÁFICAS LTDA. - ME;10.479.453/0001-04;TRAILER FILMES PRODUÇÃO CINEMATOGRÁFICAS LTDA. - ME;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;20/06/2018; 263567,00;25/06/2018; 263567,00
PR-02.196;ELON NÃO ACREDITA NA MORTE;PRODECINE 03;2016;16.957.757/0001-08;ENTRE FILMES PRODUCOES LTDA - ME;16.957.757/0001-08;ENTRE FILMES PRODUCOES LTDA - ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;20/06/2018; 200000,00;25/06/2018; 200000,00
PR-02.171;ESTADOS UNIDOS DO BRASIL;PRODECINE 01;2016;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;20/06/2018; 560000,00;28/06/2018; 560000,00
PR-02.180;GALÁCTICA PIZZA DELIVERY;PRODAV 05;2016;05.738.800/0001-28;ROCAMBOLE PRODUÇÕES AUDIOVISUAIS LTDA.;05.738.800/0001-28;ROCAMBOLE PRODUÇÕES AUDIOVISUAIS LTDA.;;;20/06/2018; 150000,00;28/06/2018; 150000,00
PR-02.205;GRUPO DE PRODUÇÃO DE TEXTO DA CASA DE CINEMA DE PORTO ALEGRE;PRODAV 13;2016;94.625.829/0001-23;CASA DE CINEMA DE PORTO ALEGRE LTDA.;94.625.829/0001-23;CASA DE CINEMA DE PORTO ALEGRE LTDA.;;;20/06/2018; 1000000,00;05/07/2018; 1000000,00
PR-02.165;IN-EDIT BRASIL - 10º FESTIVAL INTERNACIONAL DO DOCUMENTÁRIO MUSICAL;SAV/MINC 11;2018;62.446.224/0001-89;IN BRASIL PRODUÇÃO CULTURAL LTDA.;;;;;20/06/2018; 150000,00;28/06/2018; 150000,00
PR-02.063;MATA;PRODAV 06;2015;05.958.016/0001-25;IMAGEM-TEMPO PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;05.958.016/0001-25;IMAGEM-TEMPO PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;;;20/06/2018; 220000,00;28/06/2018; 220000,00
PR-02.143;MEU CORPO É MAIS;PRODAV 02 - PROJETO DERIVADO;2013;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;00.811.990/0001-48;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);20/06/2018; 178000,00;28/06/2018; 178000,00
PR-02.207;PLAUTO, UM SOPRO MUSICAL;ARRANJOS REGIONAIS;2015;92.554.294/0001-11;GUARUJÁ PRODUÇÕES LTDA;92.554.294/0001-11;GUARUJÁ PRODUÇÕES LTDA;18.384.267/0001-95;DANIELA GOUVEIA MENEGOTTO - ME;20/06/2018; 330000,00;25/06/2018; 330000,00
PR-02.193;SAIDEIRA - 2ª TEMPORADA;PRODAV 01;2013;40.426.918/0001-11;MAC COMUNICAÇÃO E PRODUÇÃO LTDA;40.426.918/0001-11;MAC COMUNICAÇÃO E PRODUÇÃO LTDA;;;20/06/2018; 995847,60;25/06/2018; 995847,60
PR-02.174;SUPER FIGHT;PRODAV 06;2016;07.276.440/0001-15;CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI;07.276.440/0001-15;CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI;;;20/06/2018; 210000,00;05/07/2018; 210000,00
PR-02.203;5 CASAS;PRODECINE 05;2016;08.112.710/0001-15;BESOURO FILMES LTDA.;08.112.710/0001-15;BESOURO FILMES LTDA.;18.384.267/0001-95;DANIELA GOUVEIA MENEGOTTO - ME;27/06/2018; 492000,00;02/07/2018; 492000,00
PR-02.041;ALICE DOS ANJOS;SAV/MINC 02;2016;22.327.940/0001-22;ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA - ME;22.327.940/0001-22;ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA - ME;22.327.940/0001-22;ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA - ME;27/06/2018; 848828,01;20/08/2018; 848828,01
PR-02.190;BELA RAÍZES;PRODAV 02 - PROJETO DERIVADO;2016;13.384.449/0001-42;AMORIM FILMES PRODUÇÕES CINEMATOGRÁFICAS EIRELI;13.384.449/0001-42;AMORIM FILMES PRODUÇÕES CINEMATOGRÁFICAS EIRELI;29.527.413/0001-00;FUNDACAO ROBERTO MARINHO;27/06/2018; 839800,00;23/07/2018; 839800,00
PR-02.211;CHORAR DE RIR;PRODECINE 04;2013;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;33.015.827/0001-28;WARNER BROS. (SOUTH) INC.;27/06/2018; 3000000,00;02/07/2018; 3000000,00
PR-02.194;DEPOIS DOS 40;ARRANJOS REGIONAIS;2014;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;27/06/2018; 500000,00;02/07/2018; 500000,00
PR-02.185;DISSONANTES;PRODAV 05;2016;05.913.319/0001-21;TOCA DE REIS PROJETOS EM COMUNICAÇÃO E CULTURA LTDA EPP;05.913.319/0001-21;TOCA DE REIS PROJETOS EM COMUNICAÇÃO E CULTURA LTDA EPP;;;27/06/2018; 149700,00;02/07/2018; 149700,00
PR-02.216;O SOL E O PEIXE;PRODAV 05;2016;17.096.738/0001-05;DIADORIM FILMES LTDA-ME;17.096.738/0001-05;DIADORIM FILMES LTDA-ME;;;27/06/2018; 100000,00;02/07/2018; 100000,00
PR-02.191;O TESOURO DEBAIXO DA CASA;PRODAV 05;2016;05.005.711/0001-72;ÓPERA PRIMA PRODUÇÕES MULTIMÍDIA LTDA;05.005.711/0001-72;ÓPERA PRIMA PRODUÇÕES MULTIMÍDIA LTDA;;;27/06/2018; 99700,00;12/07/2018; 99700,00
PR-02.133;PAULO BRUSCKY - AUTORRETRATO;PRODAV 02 - PROJETO DERIVADO;2016;05.163.327/0001-06;ARUAC PRODUÇÕES LTDA;05.163.327/0001-06;ARUAC PRODUÇÕES LTDA;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;27/06/2018; 400000,00;02/07/2018; 400000,00
PR-02.136;SEPULTURA - O FILME;ARRANJOS REGIONAIS;2014;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;10.445.307/0001-50;INTERFACE FILMES LTDA;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;27/06/2018; 75000,00;02/08/2018; 75000,00
PR-02.212;VERMELHO SOL ;PRODAV 07;2016;12.658.679/0001-90;DESVIA PRODUÇÕES ARTISTICAS E AUDIOVISUAIS LTDA;12.658.679/0001-90;DESVIA PRODUÇÕES ARTISTICAS E AUDIOVISUAIS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;27/06/2018; 270300,67;02/07/2018; 270300,67
PR-02.209;A EREÇÃO DE TORÍBIO BARDELLI;PRODECINE 06;2015;10.615.584/0001-63;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;10.615.584/0001-63;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;04/07/2018; 250000,00;31/07/2018; 250000,00
PR-02.172;ALCEU DE TODOS OS TEMPOS;PRODAV 02 - PROJETO DERIVADO;2016;08.863.826/0001-96;TOCANTINS FILMES PRODUCOES AUDIOVISUAIS LTDA;08.863.826/0001-96;TOCANTINS FILMES PRODUCOES AUDIOVISUAIS LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;04/07/2018; 499999,00;16/07/2018; 499999,00
PR-02.232;AMÉLIO, O HOMEM DE VERDADE;PRODAV 02 - PROJETO DERIVADO;2016;04.980.287/0001-14;PANDA FILMES LTDA;04.980.287/0001-14;PANDA FILMES LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;04/07/2018; 1050000,00;12/07/2018; 1050000,00
PR-02.184;CAJU E MALU;PRODAV 05;2016;09.325.623/0001-09;IMMAGINI ANIMATION STUDIOS BRASIL LTDA;09.325.623/0001-09;IMMAGINI ANIMATION STUDIOS BRASIL LTDA;;;04/07/2018; 150000,00;12/07/2018; 150000,00
PR-02.137;GANGA;PRODAV 05;2016;10.470.042/0001-40;BDEVACA SERVICOS DE PRODUCAO LTDA;10.470.042/0001-40;BDEVACA SERVICOS DE PRODUCAO LTDA;;;04/07/2018; 150000,00;12/07/2018; 150000,00
PR-02.228;MATCHES;PRODAV 06;2015;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;;;04/07/2018; 2089109,67;23/07/2018; 2089109,67
PR-02.208;NÃO É A PRIMEIRA VEZ QUE LUTAMOS PELO NOSSO AMOR;PRODAV 01;2013;22.865.259/0001-38;COURO DE RATO EDIÇÃO E PRODUÇÃO LTDA;22.865.259/0001-38;COURO DE RATO EDIÇÃO E PRODUÇÃO LTDA;;;04/07/2018; 490081,00;12/07/2018; 490081,00
PR-02.201;NOVENTA;PRODAV 05;2016;10.476.872/0001-84;REALEJO FILMES E PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICA LTDA;10.476.872/0001-84;REALEJO FILMES E PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICA LTDA;;;04/07/2018; 150000,00;12/07/2018; 150000,00
PR-02.225;O GÊNERO COMO ESPELHO DO REAL;PRODAV 13;2016;19.099.086/0001-80;VERMELHO PROFUNDO PRODUÇÕES AUDIOVISUAIS LTDA;19.099.086/0001-80;VERMELHO PROFUNDO PRODUÇÕES AUDIOVISUAIS LTDA;;;04/07/2018; 1000000,00;12/07/2018; 1000000,00
PR-02.181;PALAVRA PRESA;PRODAV 05;2016;79.873.451/0001-93;BUREAU DE COMUNICAÇÃO E EVENTOS LTDA;79.873.451/0001-93;BUREAU DE COMUNICAÇÃO E EVENTOS LTDA;;;04/07/2018; 100000,00;12/07/2018; 100000,00
PR-02.235;PARA ONDE VOAM AS FEITICEIRAS ;PRODECINE 05;2016;08.429.784/0001-80;AURORA FILMES LTDA.;08.429.784/0001-80;AURORA FILMES LTDA.;08.429.784/0001-80;AURORA FILMES LTDA.;04/07/2018; 965080,50;19/07/2018; 965080,50
PR-02.224;TAÍS & TAIANE;PRODECINE 04;2013;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;04/07/2018; 448403,00;12/07/2018; 448403,00
PR-02.130;TERRUÁ PARÁ;PRODAV 02 - PROJETO DERIVADO;2016;23.278.315/0001-09;CABOCLA FILMES LTDA. ME;23.278.315/0001-09;CABOCLA FILMES LTDA. ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;04/07/2018; 592989,00;09/08/2018; 592989,00
PR-02.222;TURMA DA MÔNICA - LAÇOS ;PRODECINE 02;2016;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;09.506.070/0001-90;QUINTAL DIGITAL PRODUÇÕES LTDA;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;04/07/2018; 3000000,00;20/08/2018; 3000000,00
PR-02.156;VESTIDO BRANCO, VÉU E GRINALDA;PRODECINE 02;2016;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;04/07/2018; 500000,00;12/07/2018; 500000,00
PR-02.157;VESTIDO BRANCO, VÉU E GRINALDA;PRODAV 06;2016;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;04/07/2018; 500000,00;12/07/2018; 500000,00
PR-02.158;VESTIDO BRANCO, VÉU E GRINALDA;ARRANJOS REGIONAIS;2014;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;04/07/2018; 805145,70;12/07/2018; 805145,70
PR-02.214;Z4;PRODAV 01;2013;18.082.113/0001-49;FORMATA PRODUCOES E CONTEUDO LTDA.;18.082.113/0001-49;FORMATA PRODUCOES E CONTEUDO LTDA.;;;04/07/2018; 2600000,00;12/07/2018; 2600000,00
PR-02.240;CINEMA CAFÉ;PRODAV 01;2013;01.254.746/0001-94;CANAL IMAGINARIO COMUNICAÇÃO LTDA;01.254.746/0001-94;CANAL IMAGINARIO COMUNICAÇÃO LTDA;;;11/07/2018; 1500000,00;26/07/2018; 1500000,00
PR-02.236;LEGALIDADE;PRODECINE 04;2013;90.130.634/0001-51;INVÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;90.130.634/0001-51;INVÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;12.126.484/0001-07;BOULEVARD FILMES LTDA;11/07/2018; 448510,00;19/07/2018; 448510,00
PR-02.221;MEU ÚLTIMO DESEJO;PRODECINE 02;2016;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;08.429.784/0001-80;AURORA FILMES LTDA.;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;11/07/2018; 2000000,00;28/08/2018; 2000000,00
PR-02.223;NOSSO ROLÊ;PRODAV 01;2013;22.865.259/0001-38;COURO DE RATO EDIÇÃO E PRODUÇÃO LTDA;22.865.259/0001-38;COURO DE RATO EDIÇÃO E PRODUÇÃO LTDA;;;11/07/2018; 237243,00;16/07/2018; 237243,00
PR-02.250;O BARULHO DA NOITE;PRODECINE 01;2016;18.130.655/0001-40;MZN PUBLICIDADE AUDIO VISUAL LTDA;18.130.655/0001-40;MZN PUBLICIDADE AUDIO VISUAL LTDA;05.249.852/0001-30;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;11/07/2018; 2000000,00;19/07/2018; 2000000,00
PR-02.248;O DESMONTE DO MONTE;PRODECINE 03;2016;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;11/07/2018; 100000,00;19/07/2018; 100000,00
PR-02.206;PORTO PRÍNCIPE;PRODECINE 01;2016;12.827.703/0001-77;DOIS PLÁTANOS PRODUÇÕES CINEMATOGRÁFICAS LTDA;12.827.703/0001-77;DOIS PLÁTANOS PRODUÇÕES CINEMATOGRÁFICAS LTDA;18.384.267/0001-95;DANIELA GOUVEIA MENEGOTTO - ME;11/07/2018; 1300000,00;23/07/2018; 1300000,00
PR-02.218;PULO DO GATO;PRODAV 05;2016;23.707.667/0001-24;PÉ NA ESTRADA FILMES LTDA;23.707.667/0001-24;PÉ NA ESTRADA FILMES LTDA;;;11/07/2018; 150000,00;23/07/2018; 150000,00
PR-02.182;SUBTERRÂNEA ;PRODAV 02 - PROJETO DERIVADO;2016;23.148.018/0001-30;FILMEGRAPH LTDA - ME;23.148.018/0001-30;FILMEGRAPH LTDA - ME;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;11/07/2018; 427669,00;19/07/2018; 427669,00
