SALIC;TITULO_PROJETO;MUNICIPIO_PROPONENTE;UF_PROPONENTE;SITUACAO_REGISTRO;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;LEI_8313;ART1;ART1A;ART3;ART3A;ART39;FUNCINES;TOTAL_CAPTADO;DT_APROVACAO_CAPTACAO;DT_1_LIBERACAO
09-0441;Aos Hespanhóis Conphinantes - Comercialização;FLORIANÓPOLIS;SC;IRREGULAR;03.418.287/0001-62;ACS MULLTIMIDIAX LTDA - ME;0,0;0,0;99000,0;0,0;0,0;0,0;0,0;99000,0;10/02/2010;07/05/2014
03-0351;Programa Alternativo II;BRASÍLIA;DF;IRREGULAR;03.419.940/0001-08;TV ALTERNATIVA CINEMA E VIDEO PRODUCAO EIRELI;110000,0;0,0;0,0;0,0;0,0;0,0;0,0;110000,0;24/12/2003;31/07/2003
00-0115;Programa Alternativo;BRASÍLIA;DF;IRREGULAR;03.419.940/0001-08;TV ALTERNATIVA CINEMA E VIDEO PRODUCAO EIRELI;656000,0;0,0;0,0;0,0;0,0;0,0;0,0;656000,0;04/09/2000;31/07/2002
09-0428;Amanhã Nunca Mais - Comercialização;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;151292,7;0,0;0,0;0,0;0,0;151292,7;23/12/2009;18/10/2011
09-0305;LEGALIZE JÁ - AMIZADE NUNCA MORRE (EX ANJOS DA LAPA);SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;1751766,27;0,0;1252079,18;0,0;0,0;3003845,45;05/10/2009;19/09/2014
08-0111;AMANHÃ NUNCA MAIS   (EX - IDENTIDADE);SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;700000,0;1448707,3;550000,0;0,0;0,0;0,0;2698707,3;18/04/2008;27/02/2009
07-0333;Cabeça à prêmio;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;517350,0;1232649,04;0,0;0,0;0,0;0,0;1749999,04;05/10/2007;30/10/2008
10-0496;Objetos Perdidos ou a História das Duas Únicas Pessoas do Planeta Terra;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;1000000,0;0,0;0,0;0,0;0,0;1000000,0;16/11/2011;16/10/2018
12-0307;Tragédia da Rua das Flores;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;0,0;0,0;1236170,16;0,0;0,0;1236170,16;23/08/2012;15/02/2013
15-0428;Espírito da Luta;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;0,0;0,0;2824685,37;0,0;0,0;2824685,37;31/08/2015;14/04/2016
15-0365;AS MIL FACES DO CRIME - DESENVOLVIMENTO;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;0,0;0,0;75000,0;0,0;0,0;75000,0;04/08/2015;24/02/2016
15-0476;EU TE DEDICO;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;0,0;0,0;61419,56;0,0;0,0;61419,56;22/09/2015;12/07/2017
15-0628;Natália - 2ª Temporada;SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;884899,7;0,0;0,0;0,0;0,0;884899,7;09/12/2015;20/05/2016
16-0698;ESPÍRITO DA LUTA - 2ª TEMPORADA (EX O ESPÍRITO DA LUTA - 2ª TEMPORADA);SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;08/11/2016;25/05/2017
16-0074;FUTUROS CAMPEÕES (EX A LUTA DA VIDA);SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;0,0;0,0;1973217,32;0,0;0,0;1973217,32;29/02/2016;18/10/2016
17-0697;BATALHA MAKERS BRASIL (EX MAKERS);SÃO PAULO;SP;DEFERIDO;03.435.290/0001-94;FILMES MAIS LTDA;0,0;0,0;0,0;0,0;0,0;3243866,46;0,0;3243866,46;05/03/2018;11/05/2018
08-0001;Nossos Ursos Camaradas;RECIFE;PE;DEFERIDO;03.450.528/0001-50;PÁGINA 21 COMUNICAÇÃO LTDA;0,0;0,0;80000,0;0,0;0,0;0,0;0,0;80000,0;01/04/2008;22/10/2008
01-2020;Oscar Niemeyer, A Vida é um Sopro ( Ex - Oscar Niemeyer Lição de Arquitetura);SÃO PAULO;SP;IRREGULAR;03.469.465/0001-84;SANTA CLARA COMUNICAÇÃO LTDA.;198637,0;167662,0;0,0;0,0;0,0;0,0;0,0;366299,0;03/09/2001;22/09/2004
07-0033;A VIDA É UM SOPRO - COMERCIALIZAÇÃO;SÃO PAULO;SP;IRREGULAR;03.469.465/0001-84;SANTA CLARA COMUNICAÇÃO LTDA.;90000,0;0,0;0,0;0,0;0,0;0,0;0,0;90000,0;03/05/2007;05/09/2007
06-0238;Devoção;RIO DE JANEIRO;RJ;IRREGULAR;03.511.914/0001-05;J.SANZ PRODUÇÃO AUDIOVISUAL LTDA;600000,0;0,0;0,0;0,0;0,0;0,0;0,0;600000,0;12/09/2006;24/04/2007
09-0150;A Novela das Oito;SÃO PAULO;SP;IRREGULAR;03.518.730/0001-77;GERAÇÃO CONTEÚDO LTDA (BAIXADA);0,0;800000,0;0,0;3000000,0;0,0;0,0;0,0;3800000,0;25/05/2009;06/10/2010
05-0111;O SONHO DE INACIM - O APRENDIZ DO PADRE ROLIM (Ex O aprendiz do padre Rolim);JOÃO PESSOA;PB;DEFERIDO;03.576.269/0001-09;CYCLOPEA PRODUÇÕES E EVENTOS LTDA;0,0;249986,0;0,0;0,0;0,0;0,0;0,0;249986,0;14/07/2005;08/11/2005
00-0388;Benguelê;RIO DE JANEIRO;RJ;IRREGULAR;03.609.622/0001-00;HELENA MARTINHO DA ROCHA;345000,0;285000,0;0,0;0,0;0,0;0,0;0,0;630000,0;15/10/2001;06/07/2005
02-3966;As Aventuras de Daya;RIO DE JANEIRO;RJ;IRREGULAR;03.619.162/0001-09;ALLY-WII ARTES LTDA - ME;300000,0;660000,0;125000,0;0,0;0,0;0,0;0,0;1085000,0;05/08/2003;03/12/2004
03-0183;ORQUESTRA DOS MENINOS;RIO DE JANEIRO;RJ;DEFERIDO;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;1260000,0;1968000,0;100000,0;770000,0;0,0;0,0;0,0;4098000,0;29/08/2003;04/03/2005
01-2051;Centro do Rio;RIO DE JANEIRO;RJ;DEFERIDO;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;200000,0;200000,0;0,0;0,0;0,0;0,0;0,0;400000,0;28/08/2001;24/10/2002
15-0487;UMA PITADA DE SORTE (EX- Amor Tamanho Familia);RIO DE JANEIRO;RJ;DEFERIDO;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;2700000,0;0,0;0,0;2700000,0;30/09/2015;15/12/2016
15-0181;AMOR TAMANHO FAMÍLIA - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;DEFERIDO;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;80000,0;0,0;0,0;80000,0;13/05/2015;19/06/2015
12-0138;DOIDAS E SANTAS;RIO DE JANEIRO;RJ;DEFERIDO;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;600000,0;0,0;0,0;600000,0;13/04/2012;22/11/2013
11-0491;Doidas e Santas - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;0,0;0,0;0,0;142500,0;0,0;0,0;0,0;142500,0;26/03/2012;06/06/2012
18-0608;Mallandro - A Terapia da Alegria;RIO DE JANEIRO;RJ;DEFERIDO;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;2000000,0;0,0;0,0;2000000,0;06/09/2018;14/01/2021
07-0245;ACM-Tempo e Espaço;SALVADOR;BA;IRREGULAR;03.642.339/0001-80;OSCCAR STUDIOS PRODUÇÕES E GRAVAÇÕES LTDA - EPP;32896,78;0,0;157407,1;0,0;0,0;0,0;0,0;190303,88;06/09/2007;11/10/2013
07-0420;Estômago - Comercialização;SÃO PAULO;SP;DEFERIDO;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;0,0;0,0;250000,0;0,0;0,0;0,0;0,0;250000,0;21/12/2007;06/03/2008
08-0476;Mundo Cão (Ex- 2 Sequestros);SÃO PAULO;SP;DEFERIDO;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;0,0;0,0;1065000,0;2928560,57;0,0;0,0;0,0;3993560,57;27/01/2009;29/07/2013
05-0238;CORPOS CELESTES;SÃO PAULO;SP;DEFERIDO;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;0,0;400000,0;0,0;0,0;0,0;0,0;0,0;400000,0;20/09/2005;05/09/2008
16-0232;ESTÔMAGO 2 - DEZ ANOS DEPOIS;SÃO PAULO;SP;DEFERIDO;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;0,0;400000,0;0,0;3988084,11;0,0;0,0;0,0;4388084,11;06/06/2016;08/02/2022
17-0013;ABESTALHADOS 2;SÃO PAULO;SP;DEFERIDO;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;0,0;400000,0;0,0;2278093,67;721897,82;0,0;0,0;3399991,49;19/01/2017;04/07/2019
15-0062;A Estilista;SÃO PAULO;SP;DEFERIDO;03.699.216/0001-85;GTEC DIGITAL EIRELI;0,0;0,0;370000,0;0,0;0,0;0,0;0,0;370000,0;13/03/2015;07/10/2015
14-0388;PELÉ A ORIGEM (EX Pelé A Promessa);SÃO PAULO;SP;DEFERIDO;03.729.417/0001-88;MAGMA CULTURAL E SERVIÇOS LTDA;0,0;0,0;634000,0;0,0;0,0;0,0;0,0;634000,0;09/12/2014;20/08/2015
13-0359;Bob Cuspe - Nós Não Gostamos de Gente - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;03.746.956/0001-25;COALA PRODUÇÕES AUDIOVISUAIS LTDA;0,0;0,0;2000000,0;0,0;0,0;0,0;0,0;2000000,0;26/09/2013;02/09/2015
11-0018;Sobrevivi ao Holocausto;CURITIBA;PR;IRREGULAR;03.754.267/0001-62;CASH COW - PRODUCÕES, COMUNICAÇÃO E MARKETING LTDA;0,0;0,0;938076,98;0,0;0,0;0,0;0,0;938076,98;21/06/2011;09/02/2012
16-0001;PROJETO DE INFRAESTRUTURA - AFINAL FILMES;RIO DE JANEIRO;RJ;DEFERIDO;03.760.043/0001-63;AFINAL FILMES LTDA;0,0;0,0;0,0;0,0;0,0;0,0;1229457,25;1229457,25;11/01/2016;17/02/2016
20-0036;Migliaccio, O Brasileiro em Cena;RIO DE JANEIRO;RJ;DEFERIDO;03.760.043/0001-63;AFINAL FILMES LTDA;0,0;0,0;0,0;0,0;50000,0;0,0;0,0;50000,0;14/04/2020;26/01/2021
19-0372;ESTRUTURA AFINAL FILMES;RIO DE JANEIRO;RJ;DEFERIDO;03.760.043/0001-63;AFINAL FILMES LTDA;0,0;0,0;0,0;0,0;0,0;0,0;1000000,0;1000000,0;05/09/2019;01/10/2019
12-0060;NUVEM CIGANA, ARTIMANHAS CARIOCAS;RIO DE JANEIRO;RJ;DEFERIDO;03.760.075/0001-69;UH TERERÊ DIVERSÃO E ARTE LTDA.;0,0;0,0;81294,0;151206,87;0,0;0,0;0,0;232500,87;07/11/2012;22/05/2013
18-0770;IMPUROS - TELEFILME;BRASÍLIA;DF;IRREGULAR;03.762.421/0001-48;FOGO CERRADO IMAGENS E SERVIÇOS LTDA ME;0,0;0,0;0,0;0,0;0,0;257262,99;0,0;257262,99;06/11/2018;13/12/2018
17-0489;IMPUROS (EX OURO BRANCO);BRASÍLIA;DF;IRREGULAR;03.762.421/0001-48;FOGO CERRADO IMAGENS E SERVIÇOS LTDA ME;0,0;0,0;0,0;0,0;0,0;8639207,9;0,0;8639207,9;11/09/2017;09/10/2017
05-0337;MARESIA (EX - BARCO A SECO);RIO DE JANEIRO;RJ;DEFERIDO;03.766.122/0001-81;SOLAR FILMES LTDA - ME;0,0;119263,0;733000,0;0,0;0,0;0,0;0,0;852263,0;24/02/2006;18/12/2012
06-0228;Do Atlântico à Neblina - Uma Saga Pela Amazônia;SÃO PAULO;SP;DEFERIDO;03.767.502/0001-30;MARTINELLI FILMS - CINEMA E COMUNICAÇÃO LTDA;0,0;506000,0;0,0;0,0;0,0;0,0;0,0;506000,0;28/09/2006;24/07/2007
16-0763;Frei Damião - O Santo do Nordeste;RECIFE;PE;DEFERIDO;03.767.725/0001-06;FABRICA ESTUDIOS LTDA;0,0;0,0;1383000,0;0,0;0,0;0,0;0,0;1383000,0;02/12/2016;21/02/2018
06-0151;PATRULHA NICK 2006 - 1º SEMESTRE;SÃO PAULO;SP;DEFERIDO;03.780.121/0001-91;SET_5 PRODUTORA LTDA.;0,0;0,0;0,0;0,0;0,0;177455,27;0,0;177455,27;29/09/2006;15/12/2006
07-0108;Dando uma Geral;SÃO PAULO;SP;DEFERIDO;03.780.121/0001-91;SET_5 PRODUTORA LTDA.;0,0;0,0;0,0;0,0;0,0;235398,94;0,0;235398,94;16/08/2007;20/12/2007
05-0422;PATRULHA NICK 2005 - 2º SEMESTRE;SÃO PAULO;SP;DEFERIDO;03.780.121/0001-91;SET_5 PRODUTORA LTDA.;0,0;0,0;0,0;0,0;0,0;176031,65;0,0;176031,65;22/12/2005;22/03/2006
05-0082;PATRULHA NICK 2005 - 1º SEMESTRE;SÃO PAULO;SP;DEFERIDO;03.780.121/0001-91;SET_5 PRODUTORA LTDA.;0,0;0,0;0,0;0,0;0,0;294196,91;0,0;294196,91;22/06/2005;08/11/2005
04-0240;MANHÃ TRANSFIGURADA - FINALIZAÇÃO;SANTA MARIA;RS;DEFERIDO;03.798.796/0001-68;MILÍMMETROS - PRODUÇÕES AUDIOVISUAIS LTDA;150000,0;93500,0;38296,0;0,0;0,0;0,0;0,0;281796,0;28/12/2004;19/09/2007
18-0620;O DONO DO LAR;SÃO PAULO;SP;IRREGULAR;03.816.467/0001-00;RG PRODUCOES EIRELI - EPP;0,0;0,0;0,0;0,0;2745310,56;0,0;0,0;2745310,56;18/09/2018;10/01/2019
19-0030;O Dono do Lar 2ª Temporada;SÃO PAULO;SP;IRREGULAR;03.816.467/0001-00;RG PRODUCOES EIRELI - EPP;0,0;0,0;0,0;0,0;2891165,5;0,0;0,0;2891165,5;06/02/2019;28/05/2020
05-0246;Ó PAI, Ó!;RIO DE JANEIRO;RJ;IRREGULAR;03.831.332/0001-06;DUETO FILMES E PARTICIPAÇÕES LTDA (BAIXADA);75000,0;1830000,0;325000,0;500000,0;0,0;0,0;0,0;2730000,0;19/09/2005;06/11/2006
06-0190;Ó PAI, Ó (PAR 2005);RIO DE JANEIRO;RJ;IRREGULAR;03.831.332/0001-06;DUETO FILMES E PARTICIPAÇÕES LTDA (BAIXADA);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17/02/2006;21/02/2006
04-0360;DO COMEÇO AO FIM;RIO DE JANEIRO;RJ;DEFERIDO;03.838.776/0001-73;HARE FILMES PRODUCOES LTDA - ME;0,0;768405,0;40000,0;125000,0;0,0;0,0;0,0;933405,0;28/02/2005;05/03/2009
00-0245;Três Marias (AS);RIO DE JANEIRO;RJ;DEFERIDO;03.838.776/0001-73;HARE FILMES PRODUCOES LTDA - ME;600000,0;1373482,0;0,0;38005,62;0,0;0,0;0,0;2011487,62;10/10/2000;30/01/2001
11-0503;Bem Casados (Ex- Como Você Quer o Seu Casamento?);RIO DE JANEIRO;RJ;DEFERIDO;03.838.776/0001-73;HARE FILMES PRODUCOES LTDA - ME;0,0;2000000,0;1200000,0;1079607,6;0,0;0,0;0,0;4279607,6;03/04/2012;06/06/2014
18-0147; AS TRAPACEIRAS - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;DEFERIDO;03.838.776/0001-73;HARE FILMES PRODUCOES LTDA - ME;0,0;0,0;0,0;150000,0;150000,0;0,0;0,0;300000,0;02/03/2018;25/04/2018
14-0240;TERMINADORES (EX:Ponto Final);RIO DE JANEIRO;RJ;DEFERIDO;03.847.111/0001-26;LIMITE PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;0,0;608179,0;0,0;608179,0;03/07/2014;08/08/2016
03-0206;JUSTIÇA;RIO DE JANEIRO;RJ;DEFERIDO;03.847.111/0001-26;LIMITE PRODUÇÕES LTDA;135000,0;0,0;0,0;0,0;0,0;0,0;0,0;135000,0;22/12/2003;03/02/2004
06-0271;PRAÇA SAENS PEÑA     (EX - SAENS PEÑA - ESTAÇÃO FINAL);RIO DE JANEIRO;RJ;DEFERIDO;03.847.111/0001-26;LIMITE PRODUÇÕES LTDA;0,0;0,0;800000,0;0,0;0,0;0,0;0,0;800000,0;16/11/2006;10/07/2007
06-0322;Colegas;SÃO PAULO;SP;DEFERIDO;03.863.923/0001-65;GATA CINE PRODUÇÕES LTDA;0,0;1400000,0;2192702,6;0,0;0,0;0,0;0,0;3592702,6;30/10/2006;23/08/2010
13-0128;A Despedida;SÃO PAULO;SP;DEFERIDO;03.863.923/0001-65;GATA CINE PRODUÇÕES LTDA;0,0;0,0;613769,3;0,0;48000,0;0,0;0,0;661769,3;02/05/2013;13/06/2014
13-0280;Glitter Model;SÃO PAULO;SP;DEFERIDO;03.876.997/0001-36;MONSTER MOVIE PRODUCOES E CASTING LTDA;0,0;0,0;0,0;930535,03;1602621,96;0,0;0,0;2533156,99;08/08/2013;24/12/2014
16-0476;Glitter Model - Toda menina tem o seu brilho;SÃO PAULO;SP;DEFERIDO;03.876.997/0001-36;MONSTER MOVIE PRODUCOES E CASTING LTDA;0,0;0,0;0,0;349538,0;2650457,5;0,0;0,0;2999995,5;11/08/2016;08/09/2017
19-0357;Glitter Model - Girl Power Já - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;03.876.997/0001-36;MONSTER MOVIE PRODUCOES E CASTING LTDA;0,0;0,0;0,0;0,0;2999499,46;0,0;0,0;2999499,46;04/09/2019;02/07/2020
02-4030;Amazônia - Herança de Uma Utopia (Ex - Amazônia Brasileira);RIO DE JANEIRO;RJ;DEFERIDO;03.984.281/0001-52;RIO DE CINEMA PRODUÇÕES CULTURAIS;550000,0;0,0;0,0;0,0;0,0;0,0;0,0;550000,0;26/09/2002;02/10/2002
02-3799;DEGOLA FATAL - GLAUBER MORTO (A);RIO DE JANEIRO;RJ;DEFERIDO;03.984.281/0001-52;RIO DE CINEMA PRODUÇÕES CULTURAIS;50000,0;41178,0;0,0;0,0;0,0;0,0;0,0;91178,0;14/05/2002;22/01/2004
10-0441;A Turma do Pererê.DOC;RIO DE JANEIRO;RJ;DEFERIDO;03.984.281/0001-52;RIO DE CINEMA PRODUÇÕES CULTURAIS;0,0;1000000,0;0,0;0,0;0,0;0,0;0,0;1000000,0;08/12/2010;28/05/2015
11-0015;Expedições Burle Marx;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;75000,0;0,0;0,0;0,0;0,0;75000,0;21/06/2011;26/03/2012
16-0493;Mussum, O Filmis - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;0,0;0,0;100000,0;0,0;0,0;100000,0;22/08/2016;24/10/2016
16-0378;Fala Sério, Mãe!;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;150000,0;2400000,0;599999,99;0,0;0,0;3149999,99;25/07/2016;07/11/2016
16-0225;O PALESTRANTE (EX- O PALESTRANTE MOTIVACIONAL);RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;900000,0;1871224,46;1128733,44;0,0;0,0;3899957,9;06/06/2016;17/01/2018
16-0241;Uma Leve Semelhança_Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;0,0;0,0;105500,0;0,0;0,0;105500,0;14/06/2016;09/09/2016
16-0242;Os Farofeiros - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;0,0;0,0;92000,0;0,0;0,0;92000,0;14/06/2016;09/09/2016
16-0744;Legado italiano;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;106400,0;0,0;200000,0;0,0;0,0;306400,0;25/11/2016;28/11/2017
16-0676;O Candidato Honesto 2;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;554117,78;2000000,0;1000000,0;0,0;0,0;3554117,78;01/11/2016;06/10/2017
16-0618;Os Farofeiros;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;645882,22;1275791,23;1632208,77;0,0;0,0;3553882,22;21/09/2016;13/04/2017
15-0555;SOCORRO, VIREI UMA GAROTA! (EX ELA É O CARA!);RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;800000,0;0,0;2880000,0;0,0;0,0;3680000,0;26/10/2015;06/10/2016
15-0546;Mussum, O Filmis;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;974000,0;0,0;0,0;2900000,0;0,0;1500000,0;5374000,0;26/10/2015;02/09/2019
04-0350;CINCO FRAÇOES DE UMA QUASE HISTORIA;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;1450553,0;0,0;0,0;0,0;0,0;0,0;1450553,0;21/12/2004;15/06/2005
08-0006;O Menino no Espelho;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;1000000,0;2974019,7;0,0;0,0;0,0;0,0;3974019,7;13/03/2008;25/08/2011
07-0214;Oxicianureto de mercúrio;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;20000,0;0,0;0,0;0,0;0,0;20000,0;06/09/2007;29/05/2008
09-0192;FILME PAISAGEM, UM OLHAR SOBRE ROBERTO BURLE MARX (EX BURLE MARX, JARDINS E PAISAGENS);RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;885000,0;0,0;0,0;0,0;0,0;885000,0;23/09/2009;15/07/2014
20-0081;Os Farofeiros 2;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;26/06/2020;25/07/2022
17-0712;No Gogó do Paulinho;RIO DE JANEIRO;RJ;DEFERIDO;03.987.306/0001-71;CAMISA LISTRADA LTDA;0,0;0,0;55000,0;767613,41;2232386,59;0,0;0,0;3055000,0;04/12/2017;04/01/2019
17-0037;Windhoek;RIO DE JANEIRO;RJ;DEFERIDO;04.000.017/0001-08;KINOBRAS PRODUÇÕES ARTISTÍCAS E CINEMATOGRÁFICAS LTDA;0,0;0,0;100000,0;0,0;0,0;0,0;0,0;100000,0;13/02/2017;14/09/2018
13-0457;JORGE GUINLE - SÓ SE VIVE UMA VEZ (EX- JORGE GUINLE, O  HOMEM QUE NUNCA TRABALHOU);RIO DE JANEIRO;RJ;IRREGULAR;04.031.248/0001-70;PRODUÇÃO DIGITAL REALIZAÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;3000001,03;0,0;0,0;0,0;0,0;3000001,03;25/11/2013;05/09/2017
03-0136;Faixa de Areia;RIO DE JANEIRO;RJ;DEFERIDO;04.052.454/0001-67;DK-PRODUÇÕES LTDA ME;40000,0;200000,0;0,0;0,0;0,0;0,0;0,0;240000,0;22/08/2003;16/12/2005
16-0216;OS HOMENS DE OURO A HISTÓRIA DE MARIEL MARYSCOTE;FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;0,0;0,0;2880000,0;0,0;0,0;2880000,0;06/06/2016;19/03/2019
14-0456;Quando o Brasil era Moderno;FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;150000,0;0,0;0,0;0,0;0,0;0,0;150000,0;03/11/2014;25/03/2019
15-0447;"""Transamazônica - Uma Estrada para o Passado""";FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;0,0;0,0;0,0;1714897,25;0,0;1714897,25;16/09/2015;18/03/2016
17-0595; MAR BRASIL (EX MAR A VISTA - O DESAFIO DA SUSTENTABILIDADE NO MAR BRASILEIRO);FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;1500000,0;0,0;0,0;0,0;0,0;1500000,0;27/10/2017;01/08/2018
17-0421;CAMPO DE BATALHA - OS MUNDIAIS E A GUERRA FRIA (EX  GUERRAS E COPAS);FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;0,0;0,0;900000,0;0,0;0,0;900000,0;10/08/2017;03/11/2017
20-0122;AMAZÔNIA, A NOVA MINAMATA?;FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;0,0;0,0;672000,0;0,0;0,0;672000,0;18/12/2020;24/06/2022
21-0015;MAR BRASIL 3;FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;1765500,0;0,0;0,0;0,0;0,0;1765500,0;11/03/2021;01/09/2022
21-0230;Ano passado eu morri, mas esse ano eu não morro;FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;0,0;0,0;1078725,0;0,0;0,0;1078725,0;16/12/2021;04/11/2022
18-0963;MAR BRASIL 2 (EX MAR A VISTA 2);FLORIANÓPOLIS;SC;DEFERIDO;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;0,0;0,0;1500000,0;0,0;0,0;0,0;0,0;1500000,0;12/12/2018;27/08/2020
06-0466;BICHO PAPÃO;SÃO PAULO;SP;DEFERIDO;04.077.508/0001-49;OFICINA PRODUCOES CINEMATOGRAFICAS - EIRELI;0,0;0,0;0,0;0,0;0,0;349371,23;0,0;349371,23;29/03/2007;26/02/2008
08-0095;A Frente Fria que a Chuva Traz;VENTANIA;PR;IRREGULAR;04.092.785/0001-20;C.H.G. CAMARGO RIBAS;0,0;0,0;0,0;0,0;100000,0;0,0;0,0;100000,0;01/08/2008;21/07/2016
