SALIC;TITULO_PROJETO;MUNICIPIO_PROPONENTE;UF_PROPONENTE;SITUACAO_REGISTRO;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;LEI_8313;ART1;ART1A;ART3;ART3A;ART39;FUNCINES;TOTAL_CAPTADO;DT_APROVACAO_CAPTACAO;DT_1_LIBERACAO
10-0100;Parto Para a Liberdade - Uma Breve História de Pedro Aleixo;RIO DE JANEIRO;RJ;IRREGULAR;07.125.835/0001-17;CHEDIAK ARTE E COMUNICAÇÃO - EDIÇÃO E PRODUÇÃO ARTÍSTICA LTDA;0,0;0,0;300000,0;0,0;0,0;0,0;0,0;300000,0;08/07/2010;01/08/2013
09-0166;Soberano - Seis Vezes São Paulo;SÃO PAULO;SP;IRREGULAR;07.139.247/0001-32;G7 CINEMA LTDA.;0,0;0,0;550000,0;0,0;0,0;0,0;0,0;550000,0;26/06/2009;05/03/2010
18-0746;Baião de Dois (título provisório);FORTALEZA;CE;DEFERIDO;07.202.193/0001-02;DEBERTON FILMES E PRODUCOES LTDA;0,0;0,0;0,0;0,0;365000,0;0,0;0,0;365000,0;11/10/2018;25/10/2018
17-0753;Exterminadores do Além;SÃO PAULO;SP;DEFERIDO;07.276.440/0001-15;CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI;0,0;0,0;0,0;3000000,0;0,0;1702815,0;0,0;4702815,0;11/12/2017;19/06/2018
17-0475;OS EXTERMINADORES DO ALÉM CONTRA A LOIRA DO BANHEIRO (EX A LOIRA DO BANHEIRO);SÃO PAULO;SP;DEFERIDO;07.276.440/0001-15;CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI;0,0;0,0;0,0;2800000,0;0,0;0,0;0,0;2800000,0;12/09/2017;25/10/2018
14-0300;Como se Tornar o Pior Aluno da Escola;SÃO PAULO;SP;DEFERIDO;07.276.440/0001-15;CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI;0,0;0,0;203056,24;2600000,0;400000,0;0,0;0,0;3203056,24;14/08/2014;11/08/2016
05-0457;SÓ DEZ POR CENTO É MENTIRA;RIO DE JANEIRO;RJ;IRREGULAR;07.299.608/0001-08;PEDRO CEZAR PRODUÇÕES ARTÍSTICAS LTDA;558397,9;0,0;0,0;0,0;0,0;0,0;0,0;558397,9;24/04/2006;06/11/2006
11-0483;Brasil Estradeiro;SÃO PAULO;SP;IRREGULAR;07.346.770/0001-30;A. P. VASCONCELOS PADRAO PRODUCOES LTDA;0,0;0,0;573715,45;0,0;0,0;0,0;0,0;573715,45;21/12/2011;27/01/2014
10-0348;A Linha Fria do Horizonte;CURITIBA;PR;IRREGULAR;07.381.315/0001-75;PROJETO OLHO VIVO;0,0;0,0;602451,78;0,0;0,0;0,0;0,0;602451,78;14/07/2011;15/03/2012
09-0171;Sementes do Nosso Quintal;SÃO PAULO;SP;IRREGULAR;07.395.599/0001-59;ZINGA LTDA - ME;160000,0;0,0;436691,94;0,0;0,0;0,0;0,0;596691,94;25/05/2009;28/06/2010
14-0495;Dois;SÃO PAULO;SP;DEFERIDO;07.419.227/0001-15;DIANE PEIXOTO MAIA - ME;0,0;0,0;48500,0;0,0;0,0;0,0;0,0;48500,0;26/11/2014;24/03/2016
16-0358;TODAS AS CANÇÕES DE AMOR ;SÃO PAULO;SP;DEFERIDO;07.419.227/0001-15;DIANE PEIXOTO MAIA - ME;0,0;500000,0;80000,0;1827411,63;1172588,37;0,0;0,0;3580000,0;14/07/2016;29/06/2017
16-0880;A IMAGEM DA TOLERÂNCIA (EX APARECIDA 300 ANOS);SÃO PAULO;SP;DEFERIDO;07.419.227/0001-15;DIANE PEIXOTO MAIA - ME;0,0;0,0;0,0;0,0;200000,0;0,0;0,0;200000,0;05/01/2017;25/01/2018
16-0641;UMA NOVA CHANCE;SÃO PAULO;SP;DEFERIDO;07.419.227/0001-15;DIANE PEIXOTO MAIA - ME;0,0;0,0;0,0;1500000,0;1350000,0;0,0;0,0;2850000,0;10/10/2016;21/06/2018
17-0780;Me chama que eu vou ;SÃO PAULO;SP;DEFERIDO;07.419.227/0001-15;DIANE PEIXOTO MAIA - ME;0,0;0,0;0,0;0,0;361924,38;0,0;0,0;361924,38;22/12/2017;16/03/2018
19-0043;Vencer Limites;SÃO PAULO;SP;DEFERIDO;07.445.292/0001-15;UMANA COMUNICACAO INTELIGENTE EIRELI;0,0;0,0;318000,0;0,0;0,0;0,0;0,0;318000,0;14/02/2019;24/06/2022
16-0249;Lubinho, O Lobo Marinho - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;07.445.292/0001-15;UMANA COMUNICACAO INTELIGENTE EIRELI;0,0;0,0;0,0;0,0;96786,84;0,0;0,0;96786,84;15/06/2016;03/02/2017
15-0161;Investimento para Aquisição de Ações da Bossa Nova Films;SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;0,0;0,0;4900000,0;4900000,0;08/05/2015;16/07/2015
10-0566;Ausência (Ex - O Circo de Santo Amaro);SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;750000,0;0,0;0,0;250000,0;0,0;1000000,0;30/03/2011;14/08/2013
11-0279;Peripatético;SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;700000,0;0,0;0,0;0,0;0,0;700000,0;26/10/2011;13/07/2012
11-0309;De Onde Eu Te Vejo (Ex - Do Outro Lado);SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;750000,0;3000000,0;0,0;0,0;0,0;3750000,0;06/10/2011;16/04/2014
11-0385;O Menino Grapiúna;SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;794168,65;0,0;0,0;794168,65;01/11/2011;26/12/2011
12-0272;O Caso Morel (titulo provisorio);SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;1750000,0;0,0;0,0;0,0;0,0;1750000,0;31/07/2012;06/04/2017
13-0041;Missão Extrema com Karina Oliani (Ex-Vidas Extremas);SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;0,0;2158311,65;0,0;2158311,65;22/02/2013;14/10/2013
08-0431;O Sarau   (Ex - Versos diversos);SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;653085,6;0,0;0,0;653085,6;24/12/2008;17/06/2011
10-0263;Meu Duplo;SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;0,0;1221998,62;0,0;1221998,62;01/11/2011;12/01/2012
09-0502;ALÉM DO HOMEM (EX TUDO BOM, TUDO BEM);SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;1000000,0;0,0;200000,0;0,0;0,0;1200000,0;23/03/2010;16/04/2015
08-0119;Tropicália;SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;0,0;1188600,0;0,0;620000,0;175000,0;0,0;1983600,0;27/08/2008;30/06/2010
07-0168;O Samba que Mora em Mim (ex- Cresci na Mangueira);SÃO PAULO;SP;DEFERIDO;07.477.471/0001-34;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;0,0;670000,0;556550,6;6668,11;151790,83;0,0;0,0;1385009,54;06/09/2007;29/12/2008
14-0272;Dorina - Olhar para o mundo (EX: Dorina);SÃO PAULO;SP;DEFERIDO;07.490.019/0001-02;GIRAFA FILMES LTDA;0,0;0,0;0,0;0,0;0,0;565000,0;0,0;565000,0;18/07/2014;27/11/2014
10-0228;Os Amigos;SÃO PAULO;SP;DEFERIDO;07.490.019/0001-02;GIRAFA FILMES LTDA;0,0;600000,0;600000,0;0,0;0,0;0,0;0,0;1200000,0;17/06/2010;25/06/2012
04-0290;A VIA LÁCTEA;SÃO PAULO;SP;DEFERIDO;07.490.019/0001-02;GIRAFA FILMES LTDA;0,0;550000,0;200000,0;44201,55;0,0;0,0;0,0;794201,55;29/11/2004;21/09/2005
08-0661;DANADO DE BOM (Ex: Recordações Nordestinas);RECIFE;PE;DEFERIDO;07.501.094/0001-21;MARIOLA FILMES E PRODUÇÕES LTDA.;0,0;0,0;330000,0;0,0;0,0;0,0;0,0;330000,0;20/03/2009;05/12/2013
07-0032;Franciso Brennand (Ex - Brennand, O Convidado da Floresta);RECIFE;PE;DEFERIDO;07.501.094/0001-21;MARIOLA FILMES E PRODUÇÕES LTDA.;450000,0;0,0;356000,0;0,0;0,0;0,0;0,0;806000,0;18/04/2007;25/08/2008
16-0563;MANAS (EX MENINAS BALSEIRAS);RECIFE;PE;DEFERIDO;07.501.094/0001-21;MARIOLA FILMES E PRODUÇÕES LTDA.;0,0;0,0;2367570,66;0,0;3000000,0;0,0;0,0;5367570,66;20/09/2016;22/12/2020
18-0531;ALUCINAÇÃO;RECIFE;PE;DEFERIDO;07.501.094/0001-21;MARIOLA FILMES E PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;482000,0;0,0;0,0;482000,0;22/08/2018;05/10/2022
09-0028;Girimunho;BELO HORIZONTE;MG;DEFERIDO;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;0,0;0,0;920000,0;0,0;0,0;0,0;0,0;920000,0;20/03/2009;27/05/2010
08-0365;Acácio;BELO HORIZONTE;MG;DEFERIDO;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;0,0;100000,0;0,0;0,0;0,0;0,0;0,0;100000,0;14/11/2008;23/08/2010
05-0426;A falta que me faz (Ex - SEMPRE VIVAS);BELO HORIZONTE;MG;DEFERIDO;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;0,0;449093,0;0,0;0,0;0,0;0,0;0,0;449093,0;04/04/2006;20/02/2008
05-0100;ABOIO;BELO HORIZONTE;MG;DEFERIDO;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;60000,0;0,0;0,0;0,0;0,0;0,0;0,0;60000,0;15/08/2005;06/02/2007
12-0080;A CIDADE ONDE ENVELHEÇO;BELO HORIZONTE;MG;DEFERIDO;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;0,0;0,0;401000,0;0,0;0,0;0,0;0,0;401000,0;09/04/2012;20/02/2014
11-0453;Ventos de Valls;BELO HORIZONTE;MG;DEFERIDO;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;0,0;0,0;99967,24;0,0;0,0;0,0;0,0;99967,24;08/12/2011;12/07/2012
11-0424;ARÁBIA (Ex- O Tempo Que Passa);BELO HORIZONTE;MG;DEFERIDO;07.530.292/0001-13;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;0,0;431716,0;0,0;0,0;0,0;0,0;0,0;431716,0;01/12/2011;26/09/2012
14-0067;Os Sonâmbulos;BELO HORIZONTE;MG;DEFERIDO;07.530.292/0001-13;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;0,0;0,0;399935,5;0,0;0,0;0,0;0,0;399935,5;19/02/2014;16/12/2014
05-0362;O QUADRADO DE JOANA II;BELO HORIZONTE;MG;DEFERIDO;07.530.292/0001-13;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;138000,0;0,0;0,0;0,0;0,0;0,0;0,0;138000,0;10/01/2006;16/10/2006
07-0180;Os Residentes  (Ex- Gaio Filho);BELO HORIZONTE;MG;DEFERIDO;07.530.292/0001-13;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;0,0;894000,0;0,0;0,0;0,0;0,0;0,0;894000,0;30/08/2007;08/04/2008
07-0370;Das Passarelas as Ruas - Passarela Urbana;SAQUAREMA;RJ;IRREGULAR;07.531.508/0001-65;BANDO DE LOUCAS PRODUÇÕES DE VÍDEO FILMES E PUBLICIDADE LTDA;0,0;0,0;0,0;0,0;0,0;238550,0;0,0;238550,0;20/12/2007;16/04/2008
14-0085;Motel;SÃO PAULO;SP;DEFERIDO;07.533.507/0001-50;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;0,0;3844076,39;0,0;3844076,39;12/03/2014;07/05/2014
17-0048;O AMOR É LINDO (EX AMOR EM FESTA);SÃO PAULO;SP;DEFERIDO;07.533.507/0001-50;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;1300000,0;0,0;0,0;1300000,0;13/02/2017;29/08/2017
16-0128;VIDA EM MOVIMENTO (EX VIDA DE SAÚDE);SÃO PAULO;SP;DEFERIDO;07.533.507/0001-50;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;0,0;0,0;1357000,0;0,0;0,0;0,0;0,0;1357000,0;07/04/2016;21/06/2017
15-0162;Investimento para Aquisição de Ações da Be Bossa Nova;SÃO PAULO;SP;DEFERIDO;07.533.507/0001-50;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;0,0;0,0;100000,0;100000,0;08/05/2015;16/07/2015
18-0139;Araña;SÃO PAULO;SP;DEFERIDO;07.533.507/0001-50;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;218098,38;1281901,62;0,0;0,0;1500000,0;28/02/2018;17/06/2020
17-0283;SAVE THE DAY - DESENVOLVIMENTO;SÃO PAULO;SP;DEFERIDO;07.533.507/0001-50;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;300000,0;0,0;0,0;0,0;300000,0;09/06/2017;29/08/2017
17-0395;PAGLIACCI (EX  I PAGLIACCI);SÃO PAULO;SP;DEFERIDO;07.533.507/0001-50;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;0,0;0,0;0,0;0,0;200000,0;0,0;0,0;200000,0;07/08/2017;18/10/2017
13-0018;Punch TV - Um Nocaute de Humor (Ex - Comicozinho);CURITIBA;PR;DEFERIDO;07.567.854/0001-01;OGER SEPOL PRODUÇÃO E COMÉRCIO AUDIOVISUAL LTDA;0,0;0,0;0,0;0,0;0,0;333407,25;0,0;333407,25;19/02/2013;22/04/2014
14-0089;Piadas Psicografadas - Desenvolvimento;SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;0,0;0,0;0,0;120000,0;0,0;0,0;120000,0;26/03/2014;11/07/2014
13-0422;TOC;SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;370000,0;470000,0;2000000,0;800000,0;0,0;0,0;3640000,0;05/11/2013;11/09/2015
12-0259;Os Homens São de Marte...E é Pra Lá Que Eu Vou;SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;450000,0;1733600,0;1600000,0;1249999,99;0,0;0,0;5033599,99;24/07/2012;22/11/2013
16-0805;UMA QUASE DUPLA (EX A DUPLA);SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;276338,0;458500,0;0,0;3000000,0;0,0;0,0;3734838,0;14/12/2016;30/05/2017
17-0388;MEU ÁLBUM DE AMORES (EX EU NÃO SOU CACHORRO NÃO);SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;0,0;0,0;2999955,0;0,0;0,0;0,0;2999955,0;02/08/2017;14/08/2018
18-0676;Rita Lee - Lado B;SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;0,0;0,0;1033833,0;0,0;0,0;0,0;1033833,0;18/09/2018;14/07/2022
19-0245;Pedágio;SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;0,0;20000,0;105000,0;2650000,0;0,0;0,0;2775000,0;02/07/2019;13/05/2021
19-0413;Turma da Mônica: Lições;SÃO PAULO;SP;DEFERIDO;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.;0,0;0,0;415276,03;0,0;3000000,0;0,0;0,0;3415276,03;13/11/2019;26/10/2020
18-0685;A PRESEPADA;RECIFE;PE;DEFERIDO;07.579.479/0001-01;ALL SCREENS PRODUÇÃO DE CONTEÚDO AUDIOVISUAL LTDA;0,0;0,0;0,0;0,0;350000,0;0,0;0,0;350000,0;19/09/2018;11/10/2018
16-0593;LUCICREIDE VAI PRA MARTE;RECIFE;PE;DEFERIDO;07.579.479/0001-01;ALL SCREENS PRODUÇÃO DE CONTEÚDO AUDIOVISUAL LTDA;0,0;500000,0;315000,0;0,0;3000000,0;0,0;0,0;3815000,0;24/10/2016;26/06/2017
09-0215;MEMÓRIA FANTASMA (EX- O Tempo e a Memória);PORTO ALEGRE;RS;IRREGULAR;07.623.232/0001-45;TELOS EMPREENDIMENTOS CULTURAIS LTDA;0,0;0,0;555000,0;0,0;0,0;0,0;0,0;555000,0;16/11/2009;14/10/2010
14-0208;PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ (EX ARIGÓ);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;1800000,0;0,0;2882990,08;0,0;0,0;4682990,08;23/05/2014;26/04/2018
15-0605;Magal e os Formigas;SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;2300000,0;0,0;0,0;2300000,0;18/11/2015;17/03/2016
15-0642;CARANGAS ABSURDAS ( EX O EXTRAORDINÁRIO MUNDO DA BOLA);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;821297,89;0,0;821297,89;03/12/2015;10/06/2020
15-0743;TURBINADOS - 2A TEMPORADA;SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;1426048,8;0,0;1426048,8;30/12/2015;15/06/2016
16-0183;AEROPORTO – ÁREA RESTRITA;SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;1980000,0;0,0;1980000,0;13/05/2016;09/09/2016
17-0109;AEROPORTO - ÁREA RESTRITA (2ª TEMPORADA);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;2064000,0;0,0;2064000,0;05/04/2017;05/09/2017
18-0707;CREDO, QUE DELÍCIA! (EX DaNoce!);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;20/09/2018;06/02/2019
18-0725;O Sequestro;SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;2021164,4;0,0;2700000,0;0,0;0,0;4721164,4;03/10/2018;23/06/2022
18-0673;AEROPORTO - ÁREA RESTRITA (3ª Temporada) ;SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;2225985,85;0,0;2225985,85;18/09/2018;27/11/2019
18-0016;A LOUCA DAS PLANTAS (EX UM JARDIM PARA CHAMAR DE SEU);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;1149753,41;0,0;0,0;1149753,41;18/01/2018;22/11/2018
20-0030;AEROPORTO - ÁREA RESTRITA (5a Temporada);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;1944862,78;0,0;1944862,78;14/04/2020;26/11/2021
19-0416;AEROPORTO - ÁREA RESTRITA (4a Temporada);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;2060478,75;0,0;2060478,75;12/11/2019;02/07/2020
18-0765;ME DEIXA DANÇAR ( EX PARA SER FELIZ);SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;15/10/2018;11/03/2019
21-0201;A TORRE DE PIZZAS;SÃO PAULO;SP;DEFERIDO;07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13/12/2021;03/01/2023
17-0298;Os Suburbanos - O Filme;RIO DE JANEIRO;RJ;DEFERIDO;07.630.900/0001-61;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;03/07/2017;04/01/2018
17-0708;CIDADES (EX CASA BRASILEIRA - VIDA INTERIOR);RIO DE JANEIRO;RJ;DEFERIDO;07.630.900/0001-61;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;0,0;0,0;1036159,3;0,0;0,0;0,0;0,0;1036159,3;04/12/2017;09/07/2018
16-0267;Terapia de Vingança;RIO DE JANEIRO;RJ;DEFERIDO;07.630.900/0001-61;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;24/06/2016;24/09/2018
11-0446;Minotauro, a Vida do Lendário Lutador Antônio Rodrigo Nogueira;RIO DE JANEIRO;RJ;DEFERIDO;07.630.900/0001-61;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;946519,19;0,0;0,0;946519,19;23/07/2012;01/02/2017
12-0560;Longa Metragem;SÃO PAULO;SP;IRREGULAR;07.669.418/0001-35;INDIGO PRODUCOES LTDA - EPP;0,0;0,0;0,0;0,0;0,0;308750,0;0,0;308750,0;04/01/2013;03/07/2013
07-0446;Projeto de Difusão de Conteúdo Audiovisual Brasileiro;SÃO PAULO;SP;DEFERIDO;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;0,0;0,0;1307072,0;0,0;0,0;0,0;0,0;1307072,0;29/04/2008;05/02/2009
17-0631;VOCÊ NÃO É UM SOLDADO  (EX SOLDADO SEM ARMA);SÃO PAULO;SP;DEFERIDO;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;0,0;0,0;696000,0;0,0;0,0;0,0;0,0;696000,0;17/11/2017;30/04/2020
18-0467;A VERDADE DA MENTIRA (EX SALA DA DEMOCRACIA) ;SÃO PAULO;SP;DEFERIDO;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;0,0;0,0;468158,15;0,0;0,0;150000,0;0,0;618158,15;07/08/2018;27/01/2020
18-0899;BRASIL DE IMIGRANTES (EX ONDE NÓS VENCEMOS);SÃO PAULO;SP;DEFERIDO;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;0,0;0,0;0,0;0,0;0,0;325002,78;0,0;325002,78;30/11/2018;10/06/2020
19-0101;MULHERES ALÉM DO CAMINHO;SÃO PAULO;SP;DEFERIDO;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;0,0;0,0;0,0;0,0;0,0;265308,67;0,0;265308,67;15/03/2019;13/01/2023
15-0377;Vitórias Além do Pódio - O Esporte Transformando Vidas;SÃO PAULO;SP;DEFERIDO;07.703.864/0001-19;CONTEUDOS COM CONTEUDO CRIACAO E PRODUCAO PARA MULTIMIDIAS LTDA - EPP;0,0;0,0;800000,0;0,0;0,0;0,0;0,0;800000,0;10/08/2015;15/07/2016
13-0478;A HISTÓRIA DE UM SONHO (EX TODAS AS CASAS DO TIMÃO);SÃO PAULO;SP;DEFERIDO;07.716.572/0001-10;LEP LUGAR DE ENCONTROS E PRODUCOES LTDA;0,0;0,0;40500,0;0,0;0,0;0,0;0,0;40500,0;11/12/2013;11/07/2022
06-0327;CUÍCA DE SANTO AMARO - ELE, O TAL;SALVADOR;BA;DEFERIDO;07.718.282/0001-06;DOC FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;599689,24;0,0;0,0;0,0;0,0;0,0;0,0;599689,24;28/12/2006;01/02/2008
12-0076;DIMINUTA;RIO DE JANEIRO;RJ;DEFERIDO;07.720.343/0001-70;TARUMÃ ASSESSORIA PRODUÇÕES E SERVIÇOS ARTÍSTICOS LTDA;0,0;0,0;471237,66;0,0;0,0;0,0;0,0;471237,66;05/09/2012;03/07/2015
14-0253;Talentos a Mais - Celebridades Revelam;SÃO PAULO;SP;DEFERIDO;07.728.008/0001-18;DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;465111,73;0,0;465111,73;11/07/2014;11/12/2014
08-0261;Lado H (ex - Estilo Masculino);SÃO PAULO;SP;DEFERIDO;07.728.008/0001-18;DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;247923,91;0,0;247923,91;09/03/2009;03/06/2009
14-0002;Senhoras Aparecidas;SÃO PAULO;SP;DEFERIDO;07.824.062/0001-67;HALO PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;900000,0;0,0;0,0;0,0;0,0;900000,0;20/01/2014;29/03/2019
14-0266;Simonal;RIO DE JANEIRO;RJ;DEFERIDO;07.832.283/0001-87;PONTOS DE FUGA PRODUÇÕES ARTISTICAS LTDA;0,0;307522,0;500000,0;0,0;3000000,0;0,0;0,0;3807522,0;17/07/2014;24/03/2016
10-0446;Todo Amor;RIO DE JANEIRO;RJ;DEFERIDO;07.832.283/0001-87;PONTOS DE FUGA PRODUÇÕES ARTISTICAS LTDA;0,0;1498552,0;30003,23;0,0;800000,0;0,0;0,0;2328555,23;30/12/2010;03/07/2015
17-0314;O Filho Único do Meu Pai;FORTALEZA;CE;DEFERIDO;07.847.012/0001-03;DANILO PONTES FERREIRA DE CARVALHO - ME;0,0;0,0;55000,0;0,0;0,0;0,0;0,0;55000,0;19/07/2017;13/05/2021
12-0222;TRAGO COMIGO;SÃO PAULO;SP;DEFERIDO;07.860.494/0001-23;TANGERINA ENTRETENIMENTO LTDA;0,0;0,0;130000,0;0,0;0,0;0,0;0,0;130000,0;25/10/2012;11/05/2015
16-0197;Sequestro Relâmpago;SÃO PAULO;SP;DEFERIDO;07.860.494/0001-23;TANGERINA ENTRETENIMENTO LTDA;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;17/05/2016;15/12/2016
06-0100;Hoje;SÃO PAULO;SP;DEFERIDO;07.860.494/0001-23;TANGERINA ENTRETENIMENTO LTDA;0,0;0,0;1400000,0;0,0;0,0;208800,0;0,0;1608800,0;05/04/2007;18/12/2007
